status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction
discarded,JavaBugs: A multistrategic approach to detection and discovery of novice object-oriented programming errors,"Cruz, M; Sison, R",2003,ARTIFICIAL INTELLIGENCE IN EDUCATION,,https://www.webofscience.com/wos/woscc/full-record/WOS:000189487400056,adjacent-subtopic; student-modeling; bug-detection,"The task of student modeling is expensive and difficult. Various approaches to it have been tried, one of which is the use of machine learning techniques. This paper presents a multistrategie approach to bug library construction and student modeling using conceptual clustering. It is multistrategic because causality heuristics together with similarity metrics are used for forming clusters. The domain of application is novice object-oriented programming in Java. The input is a student's program and the output is a diagnosis of the student's errors and misconception.",wos,llm,0.700,unreviewed,
discarded,Identifying the difficulties of object-oriented development,"Sheetz, SD",2002,JOURNAL OF SYSTEMS AND SOFTWARE,,https://www.webofscience.com/wos/woscc/full-record/WOS:000181172900003,off-topic-false-hit; professional-developers; oo-development,"Identifying the perceptions of developers that use object-oriented (00) system development techniques is necessary to understand why they are described as difficult to learn and use. Professional developers with a broad range of experience were asked to share their perceptions of the issues that contribute to the difficulties of using 00 techniques. The 67 developers primarily were from the tele-communications and systems consulting industries in a large metropolitan area. Seventeen small groups of developers with similar levels of experience completed a 2.5-h group cognitive mapping process using a group support system (GSS). Each GSS session consisted of activities to identify difficult issues, define categories that classify the issues by similarity, rate the importance of the categories for causing difficulties, and identify causal relationships among the categories to form a cognitive map that represents the group's shared perceptions of the difficulties of using 00 techniques. The 1279 issues identified were organized into 141 categories by the 17 groups. These 141 group-generated categories were merged to identify a set of 9 overall categories to allow comparisons of perceptions across groups and levels of experience. The results reveal a common ""core"" of difficult issues associated with using 00 techniques that was shared by novices, intermediates, and experts. Overall category group cognitive maps reveal substantial differences in the causal relationships perceived by novices and experts. (C) 2002 Published by Elsevier Science Inc.",wos,llm,0.980,unreviewed,
discarded,From PROLOG to JAVA: Applying MEDD to object oriented programming,"Cruz, M; Sison, R",2002,"INTERNATIONAL CONFERENCE ON COMPUTERS IN EDUCATION, VOLS I AND II, PROCEEDINGS",,https://www.webofscience.com/wos/woscc/full-record/WOS:000180516000066,adjacent-subtopic; student-modeling; error-detection,"This paper presents how Multistrategy Error Detection and Discovery (MEDD), a student modeling system using machine learning can be applied to the domain of Object Oriented Programming. Java is the language used in learning object oriented programming. MEDD detects the learner's errors and discovers the misconceptions based on the presence (or absence) of errors.",wos,llm,0.740,unreviewed,
discarded,Employing object technology to expose fundamental object concepts,"Woodman, M; Griffiths, R; Holland, S; Robinson, H; Macgregor, M",1999,"TOOLS 29: TECHNOLOGY OF OBJECT-ORIENTED LANGUAGES AND SYSTEMS, PROCEEDINGS",,https://www.webofscience.com/wos/woscc/full-record/WOS:000081657900034,adjacent-subtopic; pedagogy; distance-learning,"This paper explores technical issues in the design of programming tools, development environments, simulations, code examples, user interface frameworks and pedagogies for a university-level course on object-oriented software development. The course, M206 'Computing: An Object-oriented Approach' has been specifically developed for distance learning, and is enrolling over 5,000 students per year (average age 37) in the UK, Europe and Singapore. The course introduces computing via an object-oriented approach. M206 is substantial in extent, representing one sixth of a degree. It embodies a practical, industry oriented view of computing and includes programming, analysis, design, and group working. Considerable effort has been invested in making the simplicity, consistency and power of object technology accessible to and capable of being applied by beginners. A diverse set of educational media, such as CD-ROMs, TV and the Web, have been deployed as learning resources. The paper describes the agenda for the course, its object-oriented pedagogy and our strategy for delivery. We explain measures taken to avoid misconceptions about objects, our analysis and design method, and the Smalltalk programming environment we have developed specifically for learners and which is crucial to our approach. The paper outlines how our adherence to the separation of view and domain model leads to technical innovations. Concluding remarks reflect on the benefits a reflexive strategy, both in education and training.",wos,llm,0.820,unreviewed,
discarded,Teaching Object-Oriented Threshold Concepts Using the Learning-from-Errors Approach,Shmallo R.,2025,ACM Transactions on Computing Education,10.1145/3770064,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105028890057&origin=inward,adjacent-subtopic; threshold-concepts; teaching-approach,,scopus,llm,0.570,unreviewed,
discarded,Computational Thinking and Notional Machines: The Missing Link,Munasinghe B.,2023,ACM Transactions on Computing Education,10.1145/3627829,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180995305&origin=inward,adjacent-subtopic; notional-machines; general-programming,,scopus,llm,0.760,unreviewed,
discarded,Block-Based Object-Oriented Programming,Allen O.,2022,IEEE Transactions on Learning Technologies,10.1109/TLT.2022.3190318,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134264533&origin=inward,adjacent-subtopic; block-based-oop; teaching-tool,,scopus,llm,0.720,unreviewed,
kept,Students' Conceptions of Object-Oriented Programming in the Context of Game Designing in Computing Education: Design of a Ph.D. Research Project to Explore Students' Conceptions in a Long-Term Study,Batur F.,2021,SIGCSE 2021 Proceedings of the 52nd ACM Technical Symposium on Computer Science Education,10.1145/3408877.3439582,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85103334468&origin=inward,supports-claim; students-conceptions; game-design-context,,scopus,llm,0.800,unreviewed,
kept,Object-Oriented Programming: Diagnosis Understanding by Identifying and Describing Novice Perceptions,Julie H.,2020,Proceedings Frontiers in Education Conference Fie,10.1109/FIE44824.2020.9273990,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85098538501&origin=inward,supports-claim; novice-perceptions; misconceptions,,scopus,llm,0.720,unreviewed,
discarded,Automated measurement of competencies and generation of feedback in object-oriented programming courses,Krugel J.,2020,IEEE Global Engineering Education Conference Educon,10.1109/EDUCON45650.2020.9125323,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087920696&origin=inward,adjacent-subtopic; assessment; feedback,,scopus,llm,0.730,unreviewed,
discarded,Software Analytics to Support Students in Object-Oriented Programming Tasks: An Empirical Study,Ardimento P.,2020,IEEE Access,10.1109/ACCESS.2020.3010172,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089527336&origin=inward,adjacent-subtopic; analytics; oop-tasks,,scopus,llm,0.700,unreviewed,
discarded,Soploon: A virtual assistant to help teachers to detect object-oriented errors in students’ source codes,Vallejos S.,2018,Computer Applications in Engineering Education,10.1002/cae.22021,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050624258&origin=inward,adjacent-subtopic; error-detection-tool; source-code-analysis,,scopus,llm,0.760,unreviewed,
discarded,Teaching sequence diagrams to programming beginners: And the change of algorithmic conceptions,Shah P.,2017,IEEE Global Engineering Education Conference Educon,10.1109/EDUCON.2017.7942863,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85023606012&origin=inward,adjacent-subtopic; sequence-diagrams; algorithmic-conceptions,,scopus,llm,0.710,unreviewed,
discarded,Novice comprehension of object-oriented OO programs: An empirical study,Alardawi A.,2015,2015 World Congress on Information Technology and Computer Applications Wcitca 2015,10.1109/WCITCA.2015.7367057,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84962399015&origin=inward,adjacent-subtopic; program-comprehension; no-abstract,,scopus,llm,0.620,unreviewed,
discarded,Fuzzy OOP: Expanded and reduced term interpretations,Shmallo R.,2012,Annual Conference on Innovation and Technology in Computer Science Education Iticse,10.1145/2325296.2325368,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84864658801&origin=inward,adjacent-subtopic; term-interpretations; no-abstract,,scopus,llm,0.550,unreviewed,
discarded,Persistence of elementary programming skills,Bennedsen J.,2012,Computer Science Education,10.1080/08993408.2012.692911,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84863448345&origin=inward,adjacent-subtopic; programming-skills; retention,,scopus,llm,0.950,unreviewed,
discarded,"A cognitive model of how interactive multimedia,authoring facilitates conceptual understanding of object-Oriented programming in novices",Yuen T.,2011,Journal of Interactive Learning Research,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84856200314&origin=inward,adjacent-subtopic; multimedia-learning; conceptual-understanding,,scopus,llm,0.690,unreviewed,
discarded,What students (should) know about object oriented programming,Hubwieser P.,2011,Icer 11 Proceedings of the ACM SIGCSE 2011 International Computing Education Research Workshop,10.1145/2016911.2016929,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80053304063&origin=inward,adjacent-subtopic; assessment; oop-knowledge,,scopus,llm,0.630,unreviewed,
discarded,Phenomenography as a tool for investigating understanding of computing concepts,Bucks G.,2011,ASEE Annual Conference and Exposition Conference Proceedings,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85029118668&origin=inward,adjacent-subtopic; methodology; phenomenography,,scopus,llm,0.950,unreviewed,
