status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction
discarded,Object oriented programming,Tim Rentsch,1982,ACM SIGPLAN Notices,10.1145/947955.947961,https://openalex.org/W4300655963,adjacent-subtopic; general-oop-discussion,"Recently I had the opportunity to read the Intel manual introducing the iAPX 432 architecture. The manual is an amalgam of an informal overview of the hardware, a quick tutorial review of computer architectures in general, an introduction to the advanced concepts of the 432 in particular, and marketing hype proclaiming the advantages of the 432 over its competition. The 432's architecture has many interesting, unusual characteristics, and Intel is wise to introduce them in a form which is quickly assimilable. What most caught my interest is the claim that the 432 supports the ""object oriented design methodology.""",openalex,llm,0.720,unreviewed,
kept,"Encapsulation, Reusability and Extensibility in Object-Oriented Programming Languages",Josephine Micallef,1987,,10.7916/d8tt4zzd,https://openalex.org/W1578048281,supports-claim; comparative-survey; strict-information-hiding,"The object-oriented paradigm, first introduced in the language Simula, has been the central design principle of many new programming languages, and has also resulted in object oriented extensions to existing conventional languages. This paper is a comparative survey of objectoriented programming languages (OOPLs). The framework for the comparison is the suitability of OOPLs for the development of large software systems. We therefore limit our discussion to their suppon for (1) encapsulation - the strict enforcement of information-hiding; (2) reusability - the ability to reuse a system, or parts thereof, in the construction of a new system; and (3) extensibility - the ease with which a software system may be changed.",openalex,llm,0.990,unreviewed,
discarded,Principles of object-oriented software development,,1995,Choice Reviews Online,10.5860/choice.33-1572,https://openalex.org/W1570192398,adjacent-subtopic; book-review; general-oop,"Part I: Designing Object-Oriented Systems 1. Introduction What is Object Orientation The Object-Oriented Software LifeCycle Paradigms of Programming An Overview of This Book Further Literature on O-OP 2. Object-Oriented Programming Computing Devices the Object Model Encapsulation and Inheritance in C++ Generic Types Canonical Classes DD> Benefits and Pitfalls Extensions to the Object Model 3. Object-Oriented Design The Process of Design Identifying Objects Contracts Design Guidelines 4. Software Engineering Perspectives Validating Software A Framework for Testing Object-Oriented Programs Metrics for Object-Oriented Design An Objective Sense of Style Towards a Formal Approach Part II: Object-Oriented Languages And Systems 5. Object-Oriented Programming Languages The Object Paradigm Comparing Smalltalk, Eiffel and C++ Design Dimensions of Object-Oriented Languages Prototypes-Delegation Versus Inheritance Meta-Level Architectures 6. Distribution And Concurrency A Modeling Perspective Objects and Processes Concurrent Extensions of C++ Inheritance on Process Requirements for Distribution 7. Composition Mechanisms Composition by Inheritance Interaction Through Delegation Indirect Cooperation Event Driven Control Part III: Foundations Of Object-Oriented Modeling 8. Abstract Data Types Abstraction and Types Algebraic Specification Decomposition-Modules Versus Objects Type Versus Classes 9. Polymorphism Abstract Inheritance The Subtype Relation Flavors of Polymorphism Type Abstraction Existential Types: Hiding Self-Reference 10. Behavioral Refinement Types as Behavior Verifying Behavioral Properties On the Notion of Behavioral Types Objects as Behavioral Types Specifying Behavioral Compositions Part IV: Object Oriented Application Frameworks 11. Libraries And Environments Application Development Library Design Methods and Tools Libraries for C++ 12. Hypermedia Frameworks The Concepts of Hypermedia A Hypermedia Model Multi-Paradigm Programming Heterogeneous Systems",openalex,llm,0.790,unreviewed,
discarded,Concurrency and distribution in object-oriented programming,Jean-Pierre Briot; Rachid Guerraoui; Klaus‐Peter Löhr,1998,ACM Computing Surveys,10.1145/292469.292470,https://openalex.org/W2107515271,adjacent-subtopic; concurrency-distribution,"This paper aims at discussing and classifying the various ways in which the object paradigm is used in concurrent and distributed contexts. We distinguish among the library approach, the integrative approach, and the reflective approach. The library approach applies object-oriented concepts, as they are, to structure concurrent and distributed systems through class libraries. The integrative approach consists of merging concepts such as object and activity, message passing, and transaction, etc. The reflective approach integrates class libraries intimately within an object-based programming language. We discuss and illustrate each of these and point out their complementary levels and goals.",openalex,llm,0.900,unreviewed,
discarded,An object-oriented approach to graphical interfaces,Paul Barth,1986,ACM Transactions on Graphics,10.1145/22949.22951,https://openalex.org/W1966808888,adjacent-subtopic; application-paper,"An object-oriented system for building graphical interfaces to programs is discussed. The system, called GROW, facilitates the process of creating interfaces that are highly interactive (including direct manipulation and animation), rich in layout structure, and effectively reusable across applications. These properties are achieved through three techniques: object-based graphics with taxonomic inheritance, interobject relationships such as composition and graphical dependency, and separation of the interface and application. Experience with interfaces for several applications has provided insights on the effectiveness of these techniques. First, object-oriented programming yields significant leverage on specializing and reusing interfaces. Second, layout constraints (such as maintaining the connectivity of a graph) can be managed with simple data dependencies among the attributes of the graphical objects. Finally, separating the interface and application is essential to reusing interface components. This paper describes the techniques in detail, gives examples of interfaces built with GROW, and summarizes experiences using GROW with a variety of applications.",openalex,llm,0.840,unreviewed,
discarded,Objects as closures: abstract semantics of object-oriented languages,Uday S. Reddy,1988,,10.1145/62678.62721,https://openalex.org/W1976517701,off-topic-false-hit; semantic-encapsulation,"We discuss denotational semantics of object-oriented languages, using the concept of closure widely used in (semi) functional programming to encapsulate side effects. It is shown that this denotational framework is adequate to explain classes, instantiation, and inheritance in the style of Simula as well as SMALLTALK-80. This framework is then compared with that of Kamin, in his recent denotational definition of SMALLTALK-80, and the implications of the differences between the two approaches are discussed.",openalex,llm,0.940,unreviewed,
discarded,Issues in the design of a parallel object-oriented language,Pierre America,1989,Formal Aspects of Computing,10.1007/bf01887214,https://openalex.org/W2032265482,adjacent-subtopic; general-oop-principles,Abstract This paper discusses the considerations that have played a role in the design of the language POOL2. This language integrates the structuring techniques of object-oriented programming with mechanisms for expressing parallelism. We introduce the basic principles of object-oriented programming and its significance for program development methodologies. Several approaches for integrating objects and parallelism are compared and arguments for the choices made in POOL2 are presented. We also explain why inheritance is not yet included in POOL2. A brief overview of the research in formal aspects of POOL is given. Finally we indicate some directions for future developments.,openalex,llm,0.810,unreviewed,
discarded,"A shared, segmented memory system for an object-oriented database",Mark F. Hornick; Stanley B. Zdonik,1987,ACM Transactions on Information Systems,10.1145/22890.22891,https://openalex.org/W1967133810,adjacent-subtopic; oodb,"This paper describes the basic data model of an object-oriented database and the basic architecture of the system implementing it. In particular, a secondary storage segmentation scheme and a transaction-processing scheme are discussed. The segmentation scheme allows for arbitrary clustering of objects, including duplicates. The transaction scheme allows for many different sharing protocols ranging from those that enforce serializability to those that are nonserializable and require communication with the server only on demand. The interaction of these two features is described such that segment-level transfer and object-level locking is achieved.",openalex,llm,0.900,unreviewed,
kept,Object-Oriented Languages,Andrew W. Appel; Maia Ginsburg,1997,Cambridge University Press eBooks,10.1017/cbo9781139174930.015,https://openalex.org/W564550262,supports-claim; definition; information-hiding; oop-support,"ob-ject: to feel distaste for something Webster's Dictionary A useful software-engineering principle is information hiding or encapsulation . A module may provide values of a given type, but the representation of that type is known only to the module. Clients of the module may manipulate the values only through operations provided by the module. In this way, the module can assure that the values always meet consistency requirements of its own choosing. Object-oriented programming languages are designed to support information hiding. Because the “values” may have internal state that the operations will modify, it makes sense to call them objects . Because a typical “module” manipulates only one type of object, we can eliminate the notion of module and (syntactically) treat the operations as fields of the objects, where they are called methods . Another important characteristic of object-oriented languages is the notion of extension or inheritance . If some program context (such as the formal parameter of a function or method) expects an object that supports methods m 1 , m 2 , m 3 , then it will also accept an object that supports m 1 , m 2 , m 3 , m 4 . CLASSES To illustrate the techniques of compiling object-oriented languages I will use a simple class-based object-oriented language called Object-Tiger. We extend the Tiger language with new declaration syntax to create classes: The declaration class B extends A { … } declares a new class B that extends the class A. This declaration must be in the scope of the letexpression that declares A. All the fields and methods of A implicitly belong to B.",openalex,llm,0.990,unreviewed,
discarded,Relational database design using an object-oriented methodology,Michael Blaha; William Premerlani; James Rumbaugh,1988,Communications of the ACM,10.1145/42404.42407,https://openalex.org/W2004053047,adjacent-subtopic; object-modeling,"Of the many approaches to relational database design, the Object Modeling Technique (OMT) is particularly effective. A comprehensive explanation and two applications show the semantic improvement of OMT over other approaches.",openalex,llm,0.870,unreviewed,
kept,Interfaces for strongly-typed object-oriented programming,Peter S. Canning; William R. Cook; Walter L. Hill; Walter Olthoff,1989,,10.1145/74877.74924,https://openalex.org/W2021686672,supports-claim; interfaces; design-maintenance,"This paper develops a system of explicit interfaces for object-oriented programming. The system provides the benefits of module interfaces found in languages like Ada and Modula-2 while preserving the expressiveness that gives untyped object-oriented languages like Smalltalk their flexibility. Interfaces are interpreted as polymorphic types to make the system sufficiently powerful. We use interfaces to analyze the properties of inheritance, and identify three distinct kinds of inheritance in object-oriented programming, corresponding to objects, classes, and interfaces, respectively. Object interfaces clarify the distinction between interface containment and inheritance and give insight into limitations caused by equating the notions of type and class in many typed object-oriented programming languages. Interfaces also have practical consequences for design, specification, and maintenance of object-oriented systems.",openalex,llm,0.930,unreviewed,
discarded,Queries and query processing in object-oriented database systems,David D. Straube; M. TAMER ÖZSU,1990,ACM Transactions on Information Systems,10.1145/102675.102678,https://openalex.org/W1985464228,adjacent-subtopic; oodb,"Object-oriented database mangement systems (OODBMS) combine the data abstraction and computational models of object-oriented programming languages with the query and performance capabilities of database management systems. A concise, formal data model for OODBMS has not been universally accepted, preventing detailed investigation of various system issues such as query processing. We define a data model that captures the essence of classification-based object-oriented systems and formalize concepts such as object identity, inheritence, and methods. The main topic of the paper is the presentation of a query processing methodology complete with an object calculus to object algebra translation are discussed in detail. The paper concludes with a discussion of equivalence-preserving transformation rules for object algebra expressions.",openalex,llm,0.890,unreviewed,
discarded,Specification and verification challenges for sequential object-oriented programs,Gary T. Leavens; K. Rustan M. Leino; Péter Müller,2007,Formal Aspects of Computing,10.1007/s00165-007-0026-7,https://openalex.org/W1977978965,adjacent-subtopic; verification,Abstract The state of knowledge in how to specify sequential programs in object-oriented languages such as Java and C# and the state of the art in automated verification tools for such programs have made measurable progress in the last several years. This paper describes several remaining challenges and approaches to their solution.,openalex,llm,0.970,unreviewed,
discarded,Rosetta3: An Object-Oriented Software Suite for the Simulation and Design of Macromolecules,Florian Richter; Monica Berrondo; Andrew Leaver‐Fay; James Thompson; S. I. Cooper; Daniel J. Mandell; Yih‐En Andrew Ban; William Sheffler; Brian Kuhlman; Ron Jacak; P. Douglas Renfrew; Ian Davis; Oliver F. Lange; David Baker; Steven M. Lewis; Rhiju Das; Sarel J. Fleishman; David E. Kim; Tanja Kortemme; Sergey Lyskov; Jacob E. Corn; Philip Bradley; Colin A. Smith; Michael D. Tyka; John Karanicolas; Stuart Mentzer; Jeffrey J. Gray; Jens Meiler; Zoran Popović; James J. Havranek; Kristian W. Kaufman; Adrien Treuille,2020,,10.17615/8ga2-9t05,https://openalex.org/W4300802462,adjacent-subtopic; software-architecture,"We have recently completed a full re-architecturing of the Rosetta molecular modeling program, generalizing and expanding its existing functionality. The new architecture enables the rapid prototyping of novel protocols by providing easy to use interfaces to powerful tools for molecular modeling. The source code of this rearchitecturing has been released as Rosetta3 and is freely available for academic use. At the time of its release, it contained 470,000 lines of code. Counting currently unpublished protocols at the time of this writing, the source includes 1,285,000 lines. Its rapid growth is a testament to its ease of use. This document describes the requirements for our new architecture, justifies the design decisions, sketches out central classes, and highlights a few of the common tasks that the new software can perform.",openalex,llm,0.700,unreviewed,
discarded,A Framework for the Interoperable Specification and Verification of Encapsulated Data Structures,"Pfeifer, Wolfram; Dietl, Werner; Ulbrich, Mattias",2026,"FORMAL METHODS, FM 2026, PT II",10.1007/978-3-032-26220-2_6,https://www.webofscience.com/wos/woscc/full-record/WOS:001795705300005,adjacent-subtopic; verification; encapsulated-data-structures,"Well-designed data structures are fundamental to the construction of robust programs, particularly when their correctness can be established using formal methods. Currently, various successful deductive verification techniques exist but necessitate distinct and non-interoperable specifications and verification methods for data structure implementations. This paper presents a technique enabling cross-paradigm interoperable specification and verification of encapsulated data structures. The novel approach builds on the shared mathematical foundations of algebraic data types (ADTs) across these diverse methodologies. The technique enables the coherent integration of components that have been verified using different deductive program verification approaches within a single project, provided that a regime of encapsulation is followed, which is slightly stricter than those originally imposed by the verification techniques.

We formally introduce and discuss the encapsulation principle using a simplified conceptual object-oriented language and subsequently instantiate it for the Java programming language. This integrates the approaches of KeY, VeriFast, and Universe Types, thereby enabling heterogeneous verification projects in Java that encompass Dynamic Frames, Separation Logic, and Ownership Types.

We demonstrate the applicability of our approach by conducting a cooperative verification of a client with three different data structures, each of which is verified with one of the aforementioned techniques.",wos,llm,0.950,unreviewed,
