status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction
discarded,"An error correction strategy-based STEM model to enhance students' learning performance, motivation, cognitive network structures and perceptions","Zhou, Wei; Xu, Xiao-Dong; Luo, Xia; Zhang, Chun-Jie; Hwang, Gwo-Jen; Tu, Yun-Fang",2026,INTERACTIVE LEARNING ENVIRONMENTS,10.1080/10494820.2025.2588210,https://www.webofscience.com/wos/woscc/full-record/WOS:001614471000001,adjacent-subtopic; adjacent_learning_from_errors; stem_model; not_ps_i,"In K-12 education, scientific literacy helps students understand natural phenomena and develop critical thinking for future challenges. STEM education integrates science, technology, engineering, and mathematics to promote interdisciplinary learning. However, current STEM practices often lack feedback mechanisms, overlook productive failure, and ignore misconceptions. Error correction is a potential teaching method that focuses on students' errors in learning, and can facilitate the change of misconceptions. This study proposed an error correction strategy-based STEM model (ECS-STEM model) and explored its effects on students' learning motivation, STEM project outcomes, and cognitive network structures. Seventy primary school students aged 11 to 12 participated in the study, of whom 33 were in the experimental group, which utilized the ECS-STEM model, while 37 were in the control group, which followed the traditional STEM (T-STEM) model. The results showed that students using the ECS-STEM model performed better than those using the T-STEM model in terms of STEM project outcomes and learning motivation. In addition, epistemic network analysis showed that the ECS-STEM model promoted students' reflection on experimental operations and principles, enabling them to question erroneous operations or concepts. Therefore, this study provides valuable insights and guidance for future exploration of effective STEM teaching and science education.",wos,llm,0.920,unreviewed,
kept,Observing a robot peer's failures facilitates students' classroom learning,"Chen, Liuqing; Cai, Yu; Fang, Yuyang; Yang, Ziqi; Xia, Duowei; You, Jiaxiang; Xiao, Shuhong; Song, Yaxuan; Zhan, Lingwei; Chen, Juanjuan; Sun, Lingyun",2025,SCIENCE ROBOTICS,10.1126/scirobotics.adu5257,https://www.webofscience.com/wos/woscc/full-record/WOS:001568077300002,supports-claim; productive_failure; vicarious_failure; supports_claim; math,"According to productive failure (PF) theory, experiencing failure during problem-solving can enhance students' knowledge acquisition in subsequent instruction. However, challenging students with problems beyond their current capabilities may strain their skills, prior knowledge, and emotional well-being. To address this, we designed a social robot-assisted teaching activity in which students observed a robot's unsuccessful problem-solving attempts, offering a PF-like preparatory effect without requiring direct failure. We conducted two classroom-based studies in a middle school setting to evaluate the method's effectiveness. In study 1 (N = 135), we compared three instructional methods-observing robot failure (RF), individual problem-solving failure, and direct instruction-in an eighth-grade mathematics lesson. Students in the RF condition showed the greatest gains in conceptual understanding and reported lower social pressure, although no significant differences were found in procedural knowledge or knowledge transfer. Follow-up study 2 (N = 110) further validated the method's effectiveness in supporting knowledge acquisition after a 2-week robot-involved adaptation phase, when the novelty effect had largely subsided. Students confirmed their perception of the robot as a peer, and they offered positive evaluations of its intelligence and neutral views of its anthropomorphism. Our findings suggest that observing the robot's failure has a comparable, or even greater, effect on knowledge acquisition than experiencing failure firsthand. These results underscore the value of social robots as peers in science, technology, engineering, and mathematics education and highlight the potential of integrating robotics with evidence-based teaching strategies to enhance learning outcomes.",wos,llm,0.970,unreviewed,
kept,WIP: Exploratory Learning Before Instruction on Python Error Messages: Looking Beyond the Learning Outcomes,"DeCaro, Marci S.; Thompson, Angela; Velic, Lianda; Crockett, Cenetria; Bego, Campbell",2024,"2024 IEEE FRONTIERS IN EDUCATION CONFERENCE, FIE",10.1109/FIE61694.2024.10893012,https://www.webofscience.com/wos/woscc/full-record/WOS:001447128100161,adjacent-subtopic; explore_first; programming; student_perceptions; sequence_comparison,"This research work in progress research paper examines student perceptions after completing an exploratory learning lesson before instruction on an introductory programming concept. During exploratory learning activities, students explore a novel concept prior to instruction-the reverse of typical instruct-then-practice methods. Exploratory learning before instruction can help students activate prior knowledge, become aware of their knowledge gaps, and discern important problem features to improve conceptual understanding. Students in a first-year engineering course (N=402) learned about Python error messages in one of two conditions. In the explore-first condition, students completed a collaborative activity prior to instruction. In the instruct-first condition, students received instruction prior to the activity. Following the activity and instruction, students completed a survey to assess their perceptions of the activities. Survey items (e.g. cognitive load, self-efficacy, belonging, knowledge gaps) were chosen as potential factors that could explain learning outcomes between the two conditions. In prior work, we found higher posttest scores in the instruct-first compared to explore-first condition, contrary to the majority of previous studies. Cognitive load and knowledge gaps were higher in the explore-first condition than the instruct-first condition. Self-efficacy and competence were lower in the explore-first condition. No other significant differences were found. Exploring before instruction might disrupt learning and perceived efficacy and competence if the activity is too challenging, or if the instruction does not fully resolve gaps in students' knowledge.",wos,llm,0.860,unreviewed,
kept,Investigating the Use of Productive Failure as a Design Paradigm for Learning Introductory Python Programming,"Suriyaarachchi, Hussel; Denny, Paul; Nanayakkara, Suranga",2025,"PROCEEDINGS OF THE 56TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION, SIGCSE TS 2025, VOL 1",10.1145/3641554.3701911,https://www.webofscience.com/wos/woscc/full-record/WOS:001443080400158,qualifies-claim; productive_failure; computer_science; null_or_mixed_results; qualifies_claim; pf_cs1,"Productive Failure (PF) is a learning approach where students initially tackle novel problems targeting concepts they have not yet learned, followed by a consolidation phase where these concepts are taught. Recent application in STEM disciplines suggests that PF can help learners develop more robust conceptual knowledge. However, empirical validation of PF for programming education remains under-explored. In this paper, we investigate the use of PF to teach Python lists to undergraduate students with limited prior programming experience. We designed a novel PF-based learning activity that incorporated the unobtrusive collection of real-time heart-rate data from consumer-grade wearable sensors. This sensor data was used both to make the learning activity engaging and to infer cognitive load. We evaluated our approach with 20 participants, half of whom were taught Python concepts using Direct Instruction (DI), and the other half with PF. We found that although there was no difference in initial learning outcomes between the groups, students who followed the PF approach showed better knowledge retention and performance on delayed but similar tasks. In addition, physiological measurements indicated that these students also exhibited a larger decrease in cognitive load during their tasks after instruction. Our findings suggest that PF-based approaches may lead to more robust learning, and that future work should investigate similar activities at scale across a range of concepts.",wos,llm_reviewed,0.960,confirmed,
discarded,"Development and implementation of a Community Pharmacy "" Bootcamp "" activity - A pilot study","Kiles, Tyler Marie; Weaver, Terry; Stallings, Amanda",2025,CURRENTS IN PHARMACY TEACHING AND LEARNING,10.1016/j.cptl.2024.102205,https://www.webofscience.com/wos/woscc/full-record/WOS:001335503600001,adjacent-subtopic; adjacent_productive_failure; no_control_comparison; descriptive_study,"Objective: The objectives of this study are to describe 1) the implementation of and 2) student performance and perceptions during an innovative classroom activity. Methods: The Bootcamp was designed as an exercise in productive failure for second-year PharmD students enrolled in a community pharmacy elective course. A prescription verification exercise was introduced; however, students were intermittently interrupted with common community pharmacist tasks. To simulate these tasks (e.g.: receiving a phone call, counseling a patient, administering a vaccine, checking controlled prescription monitoring database etc.), students were directed by the instructor to perform other physical activities (e.g. walking around the classroom, doing jumping jacks, sending an email, etc.). After the activity, accuracy was assessed and each student uploaded a video reflection which were analyzed with content analysis. Results: The activity was delivered in person in 2021 and virtually in 2022 during a two-hour class period. Of the 63 students, 86 % fully completed all 12 prescription verifications in the allotted time; however, the average accuracy was 53 %. Content analysis of video reflections generated three themes: unique and fun activity, importance of attention to detail, and enhanced understanding of pharmacy workflow from the pharmacist's perspective. Conclusions: The Community Pharmacy Bootcamp was a fun and engaging way to expose students to the realities of daily practice in the community pharmacy setting. This activity was effective in helping students discover the need for development of further skills in addition to clinical expertise. This novel activity may be adapted to other environments including integration into required coursework.",wos,llm,0.890,unreviewed,
discarded,Development of basic thermodynamics workshops integrating a cubic equations of state simulator and MATLAB Grader courses,"Camacho-Lie, Mariola; Hernandez-Ochoa, Rodrigo Alberto; Palacios, Adriana",2024,EDUCATION FOR CHEMICAL ENGINEERS,10.1016/j.ece.2024.09.002,https://www.webofscience.com/wos/woscc/full-record/WOS:001315945100001,adjacent-subtopic; adjacent_tool_design; no_instruction_sequence_comparison,"This paper describes the development of EoS Simulator, a cubic equations of state simulator created in the MATLAB R2022b App Designer platform, which aims to be a practical digital tool for chemical engineering students that facilitates the solution, analysis, and critical thinking about thermodynamic problems. In the simulator, numerical algorithms were implemented based on a theoretical framework, such as fugacity test, bracketing methods, and the calculation of residual properties. EoS Simulator can estimate two-phase envelopes, isobars, isotherms, and surfaces related to PTVHS properties. MATLAB Grader courses were proposed to test student learning using the software in two different workshops. The evaluation was based on the achievement of tasks related to intended learning outcomes. Survey responses about the simulator and learning environment were collected, concluding that most students improved their skills in understanding thermodynamics phenomena, but some improvements are necessary for future versions of the software and online courses.",wos,llm,0.950,unreviewed,
kept,Bringing exploratory learning online: problem-solving before instruction improves remote undergraduate physics learning,"Decaro, Marci S.; Isaacs, Raina A.; Bego, Campbell R.; Chastain, Raymond J.",2023,FRONTIERS IN EDUCATION,10.3389/feduc.2023.1215975,https://www.webofscience.com/wos/woscc/full-record/WOS:001059251400001,supports-claim; exploratory_learning; physics; supports_claim; remote_learning,"STEM undergraduate instructors teaching remote courses often use traditional lecture-based instruction, despite evidence that active learning methods improve student engagement and learning outcomes. One simple way to use active learning online is to incorporate exploratory learning. In exploratory learning, students explore a novel activity (e.g., problem solving) before a lecture on the underlying concepts and procedures. This method has been shown to improve learning outcomes during in-person courses, without requiring the entire course to be restructured. The current study examined whether the benefits of exploratory learning extend to a remote undergraduate physics lesson, taught synchronously online. Undergraduate physics students (N = 78) completed a physics problem-solving activity either before instruction (explore-first condition) or after (instruct-first condition). Students then completed a learning assessment of the problem-solving procedures and underlying concepts. Despite lower accuracy on the learning activity, students in the explore-first condition demonstrated better understanding on the assessment, compared to students in the instruct-first condition. This finding suggests that exploratory learning can serve as productive failure in online courses, challenging students but improving learning, compared to the more widely-used lecture-then-practice method.",wos,llm,0.980,unreviewed,
kept,Active before passive tasks improve long-term visual learning in difficult-to-classify skin lesions,"Beeler, Nadja; Ziegler, Esther; Navarini, Alexander A.; Kapur, Manu",2023,LEARNING AND INSTRUCTION,10.1016/j.learninstruc.2023.101821,https://www.webofscience.com/wos/woscc/full-record/WOS:001059076300001,supports-claim; active_before_passive; supports_claim; sequence_comparison; transfer,"Background: Visual perceptual learning is essential in many domains, including medicine. Prior research has shown that combining active and passive tasks improves learning efficiency. However, previous studies have only implemented passive before active tasks, contradicting findings on productive failure learning designs. Aims: We aimed to replicate and extend earlier results by comparing 1) combined versus uniform active and passive tasks and 2) active before passive versus passive before active tasks in visual learning. The to-be-learned skill was the detection of pigmented skin cancer. Sample: The sample consisted of 161 university students without professional knowledge about skin lesion classification. Methods: We randomly assigned the participants to four groups: 1) active before passive, 2) passive before active, 3) uniform active, and 4) uniform passive tasks. The students completed the learning intervention, an intermediate and three post-tests (immediate, two days delayed and two weeks delayed) online. Results: In line with our hypotheses, we found that learning with combined active and passive tasks led to higher diagnostic accuracy in difficult skin lesion classification tasks in the two weeks delayed post-test than learning with only one of the two task types. Furthermore, we found that active before passive tasks resulted in higher diagnostic accuracy than passive before active tasks. Conclusion: Our findings suggest that initial active tasks improve long-term visual learning outcomes in difficult melanoma detection tasks, but future research needs to confirm this result and explore the underlying learning mechanisms further.",wos,llm,0.910,unreviewed,
discarded,A conceptual model to inform the design of healthcare simulations that promote errors as a catalyst for learning: A discussion paper,"Palominos, Evelyn; Levett-Jones, Tracy; Power, Tamara; -Maldonado, Roberto Martinez",2022,NURSE EDUCATION IN PRACTICE,10.1016/j.nepr.2022.103500,https://www.webofscience.com/wos/woscc/full-record/WOS:000891151900006,adjacent-subtopic; adjacent_conceptual_model; learning_from_errors; not_empirical_comparison,"Background: Previous studies have demonstrated that students who are engaged in learning tasks and make errors before receiving instruction on how to complete them, achieve better learning outcomes than students who first receive instruction and then complete the learning activities with the aim of avoiding errors. Although simulation literature often refers to errors as learning opportunities, to date, there is limited understanding of how peda-gogical approaches that promote learning from errors can guide the design of simulation-based learning in healthcare education.Aims: To (a) present the Learning from Errors conceptual model; and (b) provide an example of how educators can use this model.Design: The Learning from Errors model is drawn from critical elements of two pedagogical approaches, pro-ductive failure and error management training and pedagogical features of high-quality healthcare simulations.Methods: We describe the Learning from Errors model, which emphasises the need for adopting pedagogical methods that explicitly use errors as learning opportunities and ultimately inform simulation design. We then illustrate the application of this model to a simulation example.Results: The model includes the following elements: i) normalisation of errors, ii) challenging simulation sce-narios, iii) self-directed learning, iv) collaborative teamwork and v) comparison with best practice.Conclusion: This discussion paper presents the Learning from Errors conceptual model, an evidence-based approach that can assist educators in the design of simulations that embrace errors as a catalyst for learning.",wos,llm,0.970,unreviewed,
discarded,'We learn from our mistakes': Nursing students' perceptions of a productive failure simulation,"Palominos, Evelyn; Levett-Jones, Tracy; Power, Tamara; Martinez-Maldonado, Roberto",2022,COLLEGIAN,10.1016/j.colegn.2022.02.006,https://www.webofscience.com/wos/woscc/full-record/WOS:000870818900021,adjacent-subtopic; adjacent_qualitative; student_perceptions; no_comparator,"Background: Productive failure simulations require students to participate in a simulation before receiv-ing instruction. This approach contrasts with traditional simulations that typically begin with instruction followed by the simulation. Although previous studies have demonstrated that productive failure facili-tates meaningful learning outcomes, students' perspectives after being exposed to this approach have not been examined in simulation-based learning.Objective: To explore nursing students' perceptions of a productive failure simulation.Design: Descriptive exploratory study.Participants: Undergraduate nursing students from one large metropolitan Australian university.Methods: Students involved in a productive failure simulation were invited to participate in semi -structured interviews on completion of their simulation experience. The interviews were audio-recorded, transcribed and the qualitative data were subjected to thematic analysis. Findings: Fifteen small group interviews and seven individual interviews were conducted (n = 66). Three themes emerged from the analysis of the qualitative data: (i) the benefits of simulation prior to instruc-tion; (ii) the value of performing a second simulation; and (iii) the importance of normalising errors. Conclusion: The productive failure simulations helped students identify their knowledge and skill deficits and this acted as a catalyst for their learning. The normalisation of errors by the educator minimised the stress of trying to be ""perfect"" and assisted students to persevere despite setbacks. The provision of a second simulation helped the students rectify their errors in preparation for their future clinical practice. These aspects were considered essential for a meaningful productive failure simulation experience.(c) 2022 Australian College of Nursing Ltd. Published by Elsevier Ltd.",wos,llm,0.900,unreviewed,
discarded,Teaching Discipline-Based Problem Solving,"Frey, Regina F.; Brame, Cynthia J.; Fink, Angela; Lemons, Paula P.",2022,CBE-LIFE SCIENCES EDUCATION,10.1187/cbe.22-02-0030,https://www.webofscience.com/wos/woscc/full-record/WOS:000821483900010,adjacent-subtopic; adjacent_teaching_guide; review_essay; not_direct_evidence,"Problem solving plays an essential role in all scientific disciplines, and solving problems can reveal essential concepts that underlie those disciplines. Thus, problem solving serves both as a common tool and desired outcome in many science classes. Research on teaching problem solving offers principles for instruction that are guided by learning theories. This essay describes an online, evidence-based teaching guide (https://lse.ascb.org/evidence-based-teaching-guides/problem-solving) intended to guide instructors in the use of these principles. The guide describes the theoretical underpinnings of problem-solving research and instructional choices that can place instruction before problem solving (e.g., peer-led team learning and worked examples) or problem solving before instruction (e.g., process-oriented guided inquiry learning, contrasting cases, and productive failure). Finally, the guide describes assessment choices that help instructors consider alternative outcomes for problem-solving instruction. Each of these sections consists of key points that can be gleaned from the literature as well as summaries and links to articles that inform these points. The guide also includes an instructor checklist that offers a concise summary of key points with actionable steps to direct instructors as they develop and refine their problem-solving instruction.",wos,llm,0.900,unreviewed,
