status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction,paper_id
discarded,Enhancing narrative clinical guidance with computer-readable artifacts: Authoring FHIR implementation guides based on WHO recommendations,Jennifer Shivers; Joseph Amlung; Natschja Ratanaprayul; Bryn Rhodes; Paul Biondich,2021,Journal of Biomedical Informatics,10.1016/j.jbi.2021.103891,https://openalex.org/W3196163391,off-topic-false-hit,"INTRODUCTION: Narrative clinical guidelines often contain assumptions, knowledge gaps, and ambiguities that make translation into an electronic computable format difficult. This can lead to divergence in electronic implementations, reducing the usefulness of collected data outside of that implementation setting. This work set out to evolve guidelines-based data dictionaries by mapping to HL7 Fast Health Interoperability Resources (FHIR) and semantic terminology, thus progressing toward machine-readable guidelines that define the minimum data set required to support family planning and sexually transmitted infections. MATERIAL AND METHODS: The data dictionaries were first structured to facilitate mapping to FHIR and semantic terminologies, including ICD-10, SNOMED-CT, LOINC, and RxNorm. FHIR resources and codes were assigned to data dictionary terms. The data dictionary and mappings were used as inputs for a newly developed tool to generate FHIR implementation guides. RESULTS: Implementation guides for core data requirements for family planning and sexually transmitted infections were created. These implementation guides display data dictionary content as FHIR resources and semantic terminology codes. Challenges included the use of a two-dimensional spreadsheet to facilitate mapping, the need to create FHIR profiles and resource extensions, and applying FHIR to a data dictionary that was created with a user interface in mind. CONCLUSIONS: Authoring FHIR implementation guides is a complex and evolving practice, and there are limited examples for this groundbreaking work. Moving toward machine-readable guidelines by mapping to FHIR and semantic terminologies requires a thorough understanding of the context and use of terminology, an applied information model, and other strategies for optimizing the creation and long-term management of implementation guides. Next steps for this work include validation and, eventually, real-world application. The process for creating the data dictionary and for generating implementation guides should also be improved to prepare for this expanding work. FUNDING: This work was supported by the World Health Organization, which also worked as a collaborative partner throughout the study.","openalex, dblp, ieee, arxiv",llm,1.000,unreviewed,,doi:10.1016/j.jbi.2021.103891
discarded,Naming Practices in Object-oriented Programming: An Empirical Study,Remo Gresta; Vinícius H. S. Durelli; Elder Cirilo,2023,Journal of Software Engineering Research and Development,10.5753/jserd.2023.2582,https://openalex.org/W4323306989,adjacent-subtopic,"Currently, research indicates that comprehending code takes up far more developer time than writing code. Given that most modern programming languages place little to no limitations on identifier names, and so developers are allowed to choose identifier names at their own discretion, one key aspect of code comprehension is the naming of identifiers. Research in naming identifiers shows that informative names are crucial to improving the readability and maintainability of programs: essentially, intention-revealing names make code easier to understand and act as a basic form of documentation. Poorly named identifiers tend to hurt the comprehensibility and maintainability of software systems. However, most computer science curricula emphasize programming concepts and language syntax over naming guidelines and conventions. Consequently, programmers lack knowledge about naming practices. This article is an extension of our previous study on naming practices. Previously, we set out to explore naming practices of Java programmers. To this end, we analyzed 1,421,607 identifier names (i.e., attributes, parameters, and variables names) from 40 open-source Java projects and categorized these names into eight naming practices. As a follow-up study to further investigate naming practices, we examined 40 open-source C++ projects and categorized 1,181,774 identifier names according to the previously mentioned eight naming practices. We examined the occurrence and prevalence of these categories across C++ and Java projects and our results also highlight in which contexts identifiers following each naming practice tend to appear more regularly. Finally, we also conducted an online survey questionnaire with 52 software developers to gain insight from the industry. All in all, we believe the results based on the analysis of 2,603,381 identifier names can be helpful to enhance programmers’ awareness and contribute to improving educational materials and code review methods.","openalex, dblp, ieee, arxiv",llm,0.900,unreviewed,,doi:10.5753/jserd.2023.2582
discarded,DeepTC-enhancer,Devjeet Roy; Ziyi Zhang; Maggie Ma; Venera Arnaoudova; Annibale Panichella; Sebastiano Panichella; Danielle Gonzalez; Mehdi Mirakhorli,2020,,10.1145/3324884.3416622,https://openalex.org/W3086420033,adjacent-subtopic,"Automated test case generation tools have been successfully proposed to reduce the amount of human and infrastructure resources required to write and run test cases. However, recent studies demonstrate that the readability of generated tests is very limited due to (i) uninformative identifiers and (ii) lack of proper documentation. Prior studies proposed techniques to improve test readability by either generating natural language summaries or meaningful methods names. While these approaches are shown to improve test readability, they are also affected by two limitations: (1) generated summaries are often perceived as too verbose and redundant by developers, and (2) readable tests require both proper method names but also meaningful identifiers (within-method readability).","openalex, dblp, ieee, arxiv",llm,0.880,unreviewed,,doi:10.1145/3324884.3416622
discarded,Wikidata: A large-scale collaborative ontological medical database,Houcemeddine Turki; Thomas Shafee; Mohamed Ali Hadj Taieb; Mohamed Ben Aouicha; Denny Vrandečić; Diptanshu Das; Helmi Hamdi,2019,Journal of Biomedical Informatics,10.1016/j.jbi.2019.103292,https://openalex.org/W2975135115,off-topic-false-hit,,"openalex, dblp, ieee, arxiv",llm,1.000,unreviewed,,doi:10.1016/j.jbi.2019.103292
discarded,A template wizard for the cocreation of machine-readable data-reporting to harmonize the evaluation of (nano)materials,Nina Jeliazkova; Eleonora Longhin; Naouale El Yamani; Elise Rundén‐Pran; Elisa Moschini; Tommaso Serchi; Ivana Vinković Vrček; Michael J. Burgum; Shareen H. Doak; Mihaela Roxana Cimpan; Iván Ríos-Mondragón; Emil Cimpan; Chiara Laura Battistelli; Cecilia Bossa; Rositsa Tsekovska; Damjana Drobne; Sara Novak; Neža Repar; Ammar Ammar; Penny Nymark; Veronica Di Battista; Anita Sosnowska; Tomasz Puzyn; Nikolay Kochev; Luchesar Iliev; Vedrin Jeliazkov; Katie Reilly; Iseult Lynch; Martine Bakker; Camila Delpivo; Araceli Sánchez Jiménez; Ana Sofia Fonseca; Nicolas Manier; María Luisa Fernández‐Cruz; Shahzad Rashid; Egon Willighagen; Margarita D. Apostolova; Mária Dušinská,2024,Nature Protocols,10.1038/s41596-024-00993-1,https://openalex.org/W4396977070,off-topic-false-hit,,"openalex, dblp, ieee, arxiv",llm,1.000,unreviewed,,doi:10.1038/s41596-024-00993-1
discarded,"Recent Developments in Clinical Terminologies — SNOMED CT, LOINC, and RxNorm",O Bodenreider; Ronald Cornet; Daniel J. Vreeman,2018,Yearbook of Medical Informatics,10.1055/s-0038-1667077,https://openalex.org/W2889111096,off-topic-false-hit,"OBJECTIVE: To discuss recent developments in clinical terminologies. SNOMED CT (Systematized Nomenclature of Medicine Clinical Terms) is the world's largest clinical terminology, developed by an international consortium. LOINC (Logical Observation Identifiers, Names, and Codes) is an international terminology widely used for clinical and laboratory observations. RxNorm is the standard drug terminology in the U.S. METHODS AND RESULTS: We present a brief review of the history, current state, and future development of SNOMED CT, LOINC and RxNorm. We also analyze their similarities and differences, and outline areas for greater interoperability among them. CONCLUSIONS: With different starting points, representation formalisms, funding sources, and evolutionary paths, SNOMED CT, LOINC, and RxNorm have evolved over the past few decades into three major clinical terminologies supporting key use cases in clinical practice. Despite their differences, partnerships have been created among their development teams to facilitate interoperability and minimize duplication of effort.","openalex, dblp, ieee, arxiv",llm,1.000,unreviewed,,doi:10.1055/s-0038-1667077
discarded,INTT: Identifier Name Tokenisation Tool,Simon Butler,2011,Open Research Online (The Open University),,https://openalex.org/W1514577801,adjacent-subtopic,"Identifier names are the main vehicle for semantic information during program comprehension. For tool-supported program comprehension tasks, including concept location and requirements traceability, identifier names need to be tokenised into their semantic constituents. We present INTT, a Java library that implements an approach to the automated tokenisation of identifier names which improves on existing techniques in two ways. First, it improves the tokenisation accuracy for single-case identifier names and for identifier names containing digits, which existing techniques largely ignore. Second, performance gains over existing techniques are achieved using smaller oracles, making the approach easier to deploy. Our tokenisation library and the datasets used for its evaluation are made available in this package. Also included is a database of unique identifier names extracted from the 60 Java projects, as a resource for further research on program comprehension.","openalex, dblp, ieee, arxiv",llm,0.970,unreviewed,,hash:8a32f44afe41fa90
discarded,Towards Assessing the Readability of Programming Error Messages,Brett A. Becker; Paul Denny; James Prather; Raymond Pettit; Robert Nix; Catherine Mooney,2021,,10.1145/3441636.3442320,https://openalex.org/W3138942564,off-topic-false-hit,"Programming error messages have proven to be notoriously problematic for novices who are learning to program. Although recent efforts have focused on improving message wording, these have been criticized for attempting to improve usability without first understanding and addressing readability. To date, there has been no research dedicated to the readability of programming error messages and how this could be assessed. In this paper we examine human-based assessments of programming error message readability and make two important contributions. First, we conduct an experiment using the top twenty most-frequent error messages in three popular programming languages (Python, Java, and C), revealing that human notions of readability are highly subjective and dependent on both programming experience and language familiarity. Both novices and experts agreed more about which messages are more readable, but disagreed more about which messages are not readable. Second, we leverage the data from this experiment to uncover several key factors that seem to affect message readability: message length, message tone, and use of jargon. We discuss how these factors can help guide future efforts to design a readability metric for programming error messages.","openalex, dblp, ieee, arxiv",llm,0.960,unreviewed,,doi:10.1145/3441636.3442320
discarded,Introducing meta-services for biomedical information extraction,Florian Leitner; Martin Krallinger; Carlos Gerardo Rodriguez-Penagos; Jörg Hakenberg; Conrad Plake; Cheng-Ju Kuo; Chun‐Nan Hsu; Richard Tzong‐Han Tsai; Hsi-Chuan Hung; William W. Lau; Calvin A. Johnson; Rune Sætre; Kazuhiro YOSHIDA; Yan Hua Chen; Sun Kim; Soo-Yong Shin; Byoung‐Tak Zhang; William A. Baumgartner; Lawrence Hunter; Barry Haddow; Michael Matthews; Xinglong Wang; Patrick Ruch; Frédéric Ehrler; Arzucan Özgür; Güneş Erkan; Dragomir Radev; Michael Krauthammer; ThaiBinh Luong; Robert Hoffmann; Chris Sander; Alfonso Valencia,2008,Genome biology,10.1186/gb-2008-9-s2-s6,https://openalex.org/W2132180308,off-topic-false-hit,"We introduce the first meta-service for information extraction in molecular biology, the BioCreative MetaServer (BCMS; http://bcms.bioinfo.cnio.es/). This prototype platform is a joint effort of 13 research groups and provides automatically generated annotations for PubMed/Medline abstracts. Annotation types cover gene names, gene IDs, species, and protein-protein interactions. The annotations are distributed by the meta-server in both human and machine readable formats (HTML/XML). This service is intended to be used by biomedical researchers and database annotators, and in biomedical language processing. The platform allows direct comparison, unified access, and result aggregation of the annotations.","openalex, dblp, ieee, arxiv",llm,1.000,unreviewed,,doi:10.1186/gb-2008-9-s2-s6
discarded,Code Readability Management of High-level Programming Languages: A Comparative Study,Muhammad Usman Tariq; Muhammad Bilal; Muhammad Ali Babar; Adnan Sohail,2020,International Journal of Advanced Computer Science and Applications,10.14569/ijacsa.2020.0110375,https://openalex.org/W3014878055,off-topic-false-hit,"Quality can never be an accident and therefore, software engineers are paying immense attention to produce quality software product. Source code readability is one of those important factors that play a vital role in producing quality software. The code readability is an internal quality attribute that directly affects the future maintenance of the software and re-usability of same code in similar other projects. Literature shows that readability does not just rely on programmer’s ability to write tidy code but it also depends on programming language’s syntax. Syntax is the most visible part of any programming language that directly influence the readability of its code. If readability is a major factor for a given project, the programmers should know about the language that they shall choose to achieve the required level of quality. For this we compare the readability of three most popular high-level programming languages; Java, C#, and C++. We propose a comprehensive framework for readability comparison among these languages. The comparison has been performed on the basis of certain readability parameters that are referenced in the literature. We have also implemented an analysis tool and performed extensive experiments that produced interesting results. Furthermore, to judge the effectiveness of these results, we have performed statistical analysis using SPSS (Statistical Package for Social Sciences) tool. We have chosen the Spearman’s correlation ad Mann Whitney’s T-test for the same. The results show that among all three languages, Java has the most readable code. Programmers should use Java in the projects that have code readability as a significant quality requirement.","openalex, dblp, ieee, arxiv",llm,0.850,unreviewed,,doi:10.14569/ijacsa.2020.0110375
discarded,Readability assessment of patient-provider electronic messages in a primary care setting,Jacob Mirsky; Lina Tieu; Courtney R. Lyles; Urmimala Sarkar,2015,Journal of the American Medical Informatics Association,10.1093/jamia/ocv087,https://openalex.org/W2280859353,off-topic-false-hit,"BACKGROUND: The high prevalence of limited health literacy among patients threatens the success of secure electronic messaging between patients from diverse populations and their providers. OBJECTIVE: The purpose of this study is to generate hypotheses about the readability of patient and provider electronic messages. METHODS: We collected 31 patient-provider e-mail exchanges (n = 119 total messages) from a safety-net primary care clinic. We compared the messages' mean word count and Flesch-Kincaid Grade Levels (FKGLs), calculated the frequency of provider messages below an FKGL = 8, and assessed readability concordance between patients' and providers' messages. RESULTS: Patients used more words in their initial e-mails compared to providers, but the FKGLs were similar, and 68% of provider messages were written below an FKGL = 8. Of 31 exchanges, 9 (29%) contained at least one patient message with an FKGL > 3 grade levels lower than the corresponding provider message(s). CONCLUSION: Our study demonstrates that most providers are able to respond to patient electronic messages with a matching reading level.","openalex, dblp, ieee, arxiv",llm,1.000,unreviewed,,doi:10.1093/jamia/ocv087
discarded,Evaluation of a Deidentification (De-Id) Software Engine to Share Pathology Reports and Clinical Documents for Research,Dilip Gupta; Melissa Saul; John R. Gilbertson,2004,American Journal of Clinical Pathology,10.1309/e6k3-3gbp-e5c2-7fyu,https://openalex.org/W2133362931,off-topic-false-hit,"We evaluated a comprehensive deidentification engine at the University of Pittsburgh Medical Center (UPMC), Pittsburgh, PA, that uses a complex set of rules, dictionaries, pattern-matching algorithms, and the Unified Medical Language System to identify and replace identifying text in clinical reports while preserving medical information for sharing in research. In our initial data set of 967 surgical pathology reports, the software did not suppress outside (103), UPMC (47), and non-UPMC (56) accession numbers; dates (7); names (9) or initials (25) of case pathologists; or hospital or laboratory names (46). In 150 reports, some clinical information was suppressed inadvertently (overmarking). The engine retained eponymic patient names, eg, Barrett and Gleason. In the second evaluation (1,000 reports), the software did not suppress outside (90) or UPMC (6) accession numbers or names (4) or initials (2) of case pathologists. In the third evaluation, the software removed names of patients, hospitals (297/300), pathologists (297/300), transcriptionists, residents and physicians, dates of procedures, and accession numbers (298/300). By the end of the evaluation, the system was reliably and specifically removing safe-harbor identifiers and producing highly readable deidentified text without removing important clinical information. Collaboration between pathology domain experts and system developers and continuous quality assurance are needed to optimize ongoing deidentification processes.","openalex, dblp, ieee, arxiv",llm,1.000,unreviewed,,doi:10.1309/e6k3-3gbp-e5c2-7fyu
discarded,De-novo FAIRification via an Electronic Data Capture system by automated transformation of filled electronic Case Report Forms into machine-readable data,Martijn G. Kersloot; Annika Jacobsen; Karlijn H.J. Groenen; Bruna dos Santos Vieira; Rajaram Kaliyaperumal; Ameen Abu–Hanna; Ronald Cornet; Peter A.C. ’t Hoen; Marco Roos; Leo J. Schultze Kool; Derk L. Arts,2021,Journal of Biomedical Informatics,10.1016/j.jbi.2021.103897,https://openalex.org/W3197824792,off-topic-false-hit,"INTRODUCTION: Existing methods to make data Findable, Accessible, Interoperable, and Reusable (FAIR) are usually carried out in a post hoc manner: after the research project is conducted and data are collected. De-novo FAIRification, on the other hand, incorporates the FAIRification steps in the process of a research project. In medical research, data is often collected and stored via electronic Case Report Forms (eCRFs) in Electronic Data Capture (EDC) systems. By implementing a de novo FAIRification process in such a system, the reusability and, thus, scalability of FAIRification across research projects can be greatly improved. In this study, we developed and implemented a novel method for de novo FAIRification via an EDC system. We evaluated our method by applying it to the Registry of Vascular Anomalies (VASCA). METHODS: Our EDC and research project independent method ensures that eCRF data entered into an EDC system can be transformed into machine-readable, FAIR data using a semantic data model (a canonical representation of the data, based on ontology concepts and semantic web standards) and mappings from the model to questions on the eCRF. The FAIRified data are stored in a triple store and can, together with associated metadata, be accessed and queried through a FAIR Data Point. The method was implemented in Castor EDC, an EDC system, through a data transformation application. The FAIRness of the output of the method, the FAIRified data and metadata, was evaluated using the FAIR Evaluation Services. RESULTS: We successfully applied our FAIRification method to the VASCA registry. Data entered on eCRFs is automatically transformed into machine-readable data and can be accessed and queried using SPARQL queries in the FAIR Data Point. Twenty-one FAIR Evaluator tests pass and one test regarding the metadata persistence policy fails, since this policy is not in place yet. CONCLUSION: In this study, we developed a novel method for de novo FAIRification via an EDC system. Its application in the VASCA registry and the automated FAIR evaluation show that the method can be used to make clinical research data FAIR when they are entered in an eCRF without any intervention from data management and data entry personnel. Due to the generic approach and developed tooling, we believe that our method can be used in other registries and clinical trials as well.","openalex, dblp, ieee, arxiv",llm,1.000,unreviewed,,doi:10.1016/j.jbi.2021.103897
discarded,Improving the Tokenisation of Identifier Names,Simon Butler; Michel Wermelinger; Yijun Yu; Helen Sharp,2011,Lecture notes in computer science,10.1007/978-3-642-22655-7_7,https://openalex.org/W4240565647,adjacent-subtopic,,openalex,llm,0.960,unreviewed,,doi:10.1007/978-3-642-22655-7_7
discarded,AMAP,Emily Hill; Zachary P. Fry; Haley Boyd; Giriprasad Sridhara; Y. S. Novikova; Lori Pollock; K. Vijay‐Shanker,2008,,10.1145/1370750.1370771,https://openalex.org/W2171238733,adjacent-subtopic,"When writing software, developers often employ abbreviations in identifier names. In fact, some abbreviations may never occur with the expanded word, or occur more often in the code. However, most existing program comprehension and search tools do little to address the problem of abbreviations, and therefore may miss meaningful pieces of code or relationships between software artifacts. In this paper, we present an automated approach to mining abbreviation expansions from source code to enhance software maintenance tools that utilize natural language information. Our scoped approach uses contextual information at the method, program, and general software level to automatically select the most appropriate expansion for a given abbreviation. We evaluated our approach on a set of 250 potential abbreviations and found that our scoped approach provides a 57% improvement in accuracy over the current state of the art.",openalex,llm,0.970,unreviewed,,doi:10.1145/1370750.1370771
discarded,Exploring the neighborhood with dora to expedite software maintenance,Emily Hill; Lori Pollock; K. Vijay‐Shanker,2007,,10.1145/1321631.1321637,https://openalex.org/W2125480321,off-topic-false-hit,"Completing software maintenance and evolution tasks for today's large, complex software systems can be difficult, often requiring considerable time to understand the system well enough to make correct changes. Despite evidence that successful programmers use program structure as well as identifier names to explore software, most existing program exploration techniques use either structural or lexical identifier information. By using only one type of information, automated tools ignore valuable clues about a developer's intentions - clues critical to the human program comprehension process. In this paper, we present and evaluate a technique that exploits both program structure and lexical information to help programmers more effectively explore programs. Our approach uses structural information to focus automated program exploration and lexical information to prune irrelevant structure edges from consideration. For the important program exploration step of expanding from a seed, our experimental results demonstrate that an integrated lexical-and structural-based approach is significantly more effective than a state-of-the-art structural program exploration technique",openalex,llm,0.930,unreviewed,,doi:10.1145/1321631.1321637
discarded,Facilitating program comprehension with call graph multilevel hierarchical abstractions,Rakan Alanazi; Gharib Gharibi; Yugyung Lee,2021,Journal of Systems and Software,10.1016/j.jss.2021.110945,https://openalex.org/W3139192675,off-topic-false-hit,"Program comprehension is a fundamental prerequisite for software maintenance and evolution. In order to understand a software structure, developers often read its codebase or documentation—if available and not outdated. Both approaches are tedious, time-consuming, and inefficient. Recent methods and tools have emerged to facilitate program comprehension, such as static call graphs, which depict the structure of the software system as a directed graph. However, the usage of call graphs still faces two main challenges: (1) large call graphs can be difficult to understand, and (2) they are limited to a single level of granularity, such as function calls. In this paper, we introduce a coarsening technique to create multi-level, hierarchical representations of the call graph. Specifically, we propose a hierarchical clustering approach of the execution paths to visualize the call graph at different granularity levels and for different software units, including packages, classes, and functions. Our overarching goal is to assist software developers in understanding the software system from a high-level of abstraction to the low-level of implementation with the ability to focus on particular parts of the system individually. To validate our approach and tool support, we conducted a user study of 18 software engineers from more than 11 industries who carried out several tasks using our system and then answered a survey. The results demonstrate that our approach is feasible to automatically construct multi-level abstractions of the call graph and hierarchically cluster them into meaningful abstractions. A video demo of the tool is available at https://rakanalanazi.github.io/CodEx/.",openalex,llm,0.950,unreviewed,,doi:10.1016/j.jss.2021.110945
