status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction
discarded,A Top-Down Design Methodology for Accuracy-to-Noise Mapping in Analog Compute-in-Memory Systems: Evaluation on Mamba.,Isha Chakraborty; Laith A. Shamieh; Wei-Chun Wang 0001; Han Cho; Saibal Mukhopadhyay,2026,ISLPED,10.1145/3816440.3818597,https://dblp.org/rec/conf/islped/ChakrabortySWCM26,off-topic-false-hit,"This work establishes a top-down design methodology for analog compute-in-memory (ACIM) systems that derives circuit-level noise bounds directly from application-specific accuracy constraints. Rather than relying on traditional bottom-up error simulation, we utilize a custom noise injection framework to extract layer-wise noise tolerance thresholds independent of the underlying hardware technology. These abstract thresholds are mathematically translated into minimum computational signal-to-noise ratio (compute SNR) requirements, forming a direct link between algorithm robustness and physical circuit limits. Hardware designers can utilize these SNR targets to reverse-engineer optimal design parameters, including bit precision, array sizing, and data converter scaling. Validated on the Mamba SSM architecture, our framework successfully isolates highly noise-tolerant operations from precision-critical layers, directly informing the design of energy-efficient ACIM systems tailored to specific machine learning workloads.",dblp,llm,0.990,unreviewed,
discarded,Top-Down Optimization of a Multi-Physics TBS Model via Design-Change Propagation Network for Acoustic Levitation Devices.,Yuchao Liu; Yi Gan; Fujia Sun; Yuping Long,2025,Comput.,10.3390/COMPUTATION13120291,https://dblp.org/rec/journals/computation/LiuGSL25,off-topic-false-hit,"To address the challenges of interdependent design parameters and reliance on empirical trial-and-error in ultrasonic cell levitation culture devices, this study proposes a top-down design framework integrating multi-physics modeling with complex network analysis. First, acoustic field simulations optimize transducer arrangement and define the cell manipulation field, establishing the Top-level Basic Structure (TBS). A skeleton model of the acoustofluidic coupled field is constructed based on the TBS. Core parameters are then determined by refining the TBS through multi-physics analysis. Second, a 24-node design change propagation network is constructed. Leveraging the TBS model coupled with multi-physics fields, a directed network model analyzes parameter interactions. The HITS algorithm is applied to prioritize the design sequence based on authority and hub scores, resolving parameter conflicts. Experimental validation demonstrates a device acoustic pressure of 1.3 × 104 Pa, stable cell levitation within the focused acoustic field, and a 40% reduction in design cycle time compared to traditional methods. This framework systematically sequences parameters, effectively determines the design order, enhances design efficiency, and significantly reduces dependence on empirical trial-and-error. It provides a novel approach for developing high-throughput organoid culture equipment.",dblp,llm,0.990,unreviewed,
discarded,ModulePacking: A Top-Down Generative Design Approach for Modular Key Plans.,Xiao Lin; Peiyang Su; Weisheng Lu; Hongling Guo,2025,J. Comput. Civ. Eng.,10.1061/JCCEE5.CPENG-6078,https://dblp.org/rec/journals/jccee/LinSLG25,off-topic-false-hit,"Modular construction is increasingly recognized for its efficiency in production and assembly. Modularization, the design process that segments floor plans into discrete modular units to create a modular key plan, has been identified as being crucial for creating an economical modular construction plan. However, solving the modularization problem is often daunting, requiring extensive trial-and-error to navigate the cast array of possible configurations. To address this challenge, this study introduces ModulePacking, a top-down generative design approach aimed specifically at the modularization problem. A hierarchical design methodology is proposed, encompassing a twofold process: partition and merging, where the optimized modular key plan is merged from the partition result. A genetic algorithm is utilized to accelerate the optimization process. In the case study, ModulePacking can generate modular key plans that rival those created by human designers as well as satisfactory results for large-scale buildings where human designers might struggle. ModulePacking showcases considerable potential in assisting designers and manufacturers in optimizing the modular construction plan, ultimately contributing to the advancement of modular construction.",dblp,llm,0.990,unreviewed,
discarded,Designing citizen science initiatives through a top-down framework.,César Guerra-García; Héctor G. Pérez-González; Reyes Juárez-Ramírez,2025,J. Smart Cities Soc.,10.1177/27723577251388363,https://dblp.org/rec/journals/joscas/GuerraGarciaPJ25,off-topic-false-hit,"The term citizen science, also referred to as public participation in scientific research and knowledge production, is gaining increasing recognition as a well-developed and valued approach. This approach has a wide global reach and is utilized across a broad range of scientific fields and disciplines. However, the current literature highlights several challenges associated with citizen science data and processes, which often result in subpar quality and, as a result, lead to undesirable outcomes in citizen science projects. These issues have a direct impact on the sustainability of such projects. To mitigate these negative effects, we propose that standardizing best practices for citizen science projects could enhance process performance and, in turn, improve their outcomes. One of the most important concerns in any kind of process is the quality of the data used at the various stages of the data life cycle, from its generation by participants (researchers and citizens) to the usage and exploitation of the data. The main contribution of this work is twofold: first, it identifies the best practices associated with citizen science projects, and second, it explores how these practices can be enhanced by incorporating principles of data quality management and data governance. As a result, we produced CI.SCI.FORM, a framework that can be used to support institutions to better propose and execute their citizen science projects. This framework consists of two main components: a process reference model (PRM) and a process assessment model. In this paper, we are going to first introduce the CI.SCI.FORM PRM, which includes 16 processes, which are organized into four distinct blocks.",dblp,llm,0.990,unreviewed,
discarded,Telescope: Top-Down Hierarchical Pre-silicon Side-channel Leakage Assessment in System-on-Chip Design.,Zhenyuan Liu 0005; Andrew Malnicof; Arna Roy; Patrick Schaumont,2025,AsiaCCS,10.1145/3708821.3736216,https://dblp.org/rec/conf/asiaccs/LiuMRS25,off-topic-false-hit,"While traditional side-channel leakage assessment relies on physical measurements from fabricated hardware, pre-silicon leakage assessment – conducted through simulation – faces the challenge of estimating real-world leakage before hardware is available. Current pre-silicon methods seek to improve simulation accuracy by increasing the design detail at a single level of abstraction. However, there is always a limit to the level of detail that can be incorporated, leaving a gap between simulation and physical measurements. We show that side-channel leakage analysis can be approached as a top-down problem, using a hierarchical assessment across multiple abstraction levels in a design, enabling to gradually uncover sources of side-channel leakage. We introduce Telescope, a top-down framework for pre-silicon side-channel leakage assessment across three abstraction levels: architecture-, micro-architecture-, and gate-level. Telescope’s primary contribution is to demonstrate the propagation of leakage from software instructions to hardware implementation, revealing that leakage does not manifest uniformly across design levels. Through this cross-level analysis, we identify the origins of leakage at each abstraction level and explore their interdependencies. This analysis uncovers three distinct leakage patterns across levels: progressive, emergent, and disappearing side-channel leakage. We demonstrate the scalability of Telescope by applying it to two RISC-V processors: the multi-cycle PicoRV32 and the pipelined IBEX. We analyze their power-based side-channel leakage patterns across several benchmarks, and illustrate practical use cases in debugging of side-channel leakage issues, and verification of micro-architecture effects in side-channel leakage.",dblp,llm,0.990,unreviewed,
discarded,Rethinking Layered Graphic Design Generation with a Top-Down Approach.,Jingye Chen; Zhaowen Wang; Nanxuan Zhao; Li Zhang; Difan Liu; Jimei Yang; Qifeng Chen 0001,2025,ICCV,10.1109/ICCV51701.2025.01566,https://dblp.org/rec/conf/iccv/ChenWZZLYC25,off-topic-false-hit,"Graphic design is crucial for conveying ideas and messages. Designers usually organize their work into objects, backgrounds, and vectorized text layers to simplify editing. However, this workflow demands considerable expertise. With the rise of GenAI methods, an endless supply of highquality graphic designs in pixel format has become more accessible, though these designs often lack editability. Despite this, non-layered designs still inspire human designers, influencing their choices in layouts and text styles, ultimately guiding the creation of layered designs. Motivated by this observation, we propose Accordion, a graphic design generation framework taking the first attempt to convert AIgenerated designs into editable layered designs, meanwhile refining nonsensical AI-generated text with meaningful alternatives guided by user prompts. It is built around a vision language model (VLM) playing distinct roles in three curated stages: (1) reference creation, (2) design planning, and (3) layer generation. For each stage, we design prompts to guide the VLM in executing different tasks. Distinct from existing bottom-up methods (e.g., COLE and Open-COLE) that gradually generate elements to create layered designs, our approach works in a top-down manner by using the visually harmonious reference image as global guidance to decompose each layer. Additionally, it leverages multiple vision experts such as SAM and element removal models to facilitate the creation of graphic layers. We train our method using the in-house graphic design dataset Design39K, augmented with AI-generated design images coupled with refined ground truth created by a customized inpainting model. Experimental results and user studies by designers show that Accordion generates favorable results on the DesignIntention benchmark, including tasks such as text-to-template, adding text to background, and text derendering, and also excels in creating design variations.",dblp,llm,0.990,unreviewed,
discarded,Rethinking Agent Design: From Top-Down Workflows to Bottom-Up Skill Evolution.,Jiawei Du 0002; Jinlong Wu; Yuzheng Chen; Yucheng Hu; Bing Li 0002; Joey Tianyi Zhou,2025,CoRR,10.48550/ARXIV.2505.17673,https://dblp.org/rec/journals/corr/abs-2505-17673,off-topic-false-hit,"Most LLM-based agent frameworks adopt a top-down philosophy: humans decompose tasks, define workflows, and assign agents to execute each step. While effective on benchmark-style tasks, such systems rely on designer updates and overlook agents' potential to learn from experience. Recently, Silver and Sutton(2025) envision a shift into a new era, where agents could progress from a stream of experiences. In this paper, we instantiate this vision of experience-driven learning by introducing a bottom-up agent paradigm that mirrors the human learning process. Agents acquire competence through a trial-and-reasoning mechanism-exploring, reflecting on outcomes, and abstracting skills over time. Once acquired, skills can be rapidly shared and extended, enabling continual evolution rather than static replication. As more agents are deployed, their diverse experiences accelerate this collective process, making bottom-up design especially suited for open-ended environments. We evaluate this paradigm in Slay the Spire and Civilization V, where agents perceive through raw visual inputs and act via mouse outputs, the same as human players. Using a unified, game-agnostic codebase without any game-specific prompts or privileged APIs, our bottom-up agents acquire skills entirely through autonomous interaction, demonstrating the potential of the bottom-up paradigm in complex, real-world environments. Our code is available at https://github.com/AngusDujw/Bottom-Up-Agent.",dblp,llm,0.980,unreviewed,
discarded,Top-Down Design of Human-Like Teachable Mind.,Ming Xie,2024,Int. J. Humanoid Robotics,10.1142/S0219843623500263,https://dblp.org/rec/journals/ijhr/Xie24,off-topic-false-hit,"Teachability has been extensively studied under the context of making industrial robots to be programmable and reprogrammable. However, it is only recently that the artificial intelligence (AI) research community is accelerating the research works with the objective of making humanoid robots and many other robots to be teachable under the context of using natural languages. We human beings spend many years learning knowledge and skills despite our extraordinary mental capabilities of being teachable with the use of natural languages. Therefore, if we would like to develop human-like robots such as humanoid robots, it is inevitable for us to face the issue of making future humanoid robots teachable with the use of natural languages as well. In this paper, we present the key details of a top-down design for achieving a teachable mind which consists of two major processes: the first one is the process that enables humanoid robots to gain innate mental capabilities of transforming incoming signals into meaningful crisp data, and the second one is the process which enables humanoid robots to gain innate mental capabilities of undertaking incremental and deep learning with the main focus of associating conceptual labels in a natural language to meaningful crisp data. These two processes consist of the two necessary and sufficient conditions for future humanoid robots to be teachable with the use of natural languages. In addition, this paper outlines a very likely new finding underlying the human brain's neural systems as well as the obvious mathematics underlying artificial deep neural networks. These outlines provide us with a strong reason to separate the study of the mind from the study of the brain. Hopefully, the content discussed in this paper will help the AI research community to venture into the right direction which is to make future humanoid robots, non-humanoid robots, and many other systems to achieve human-like self-intelligence at the cognitive level with the use of natural languages.",dblp,llm,0.980,unreviewed,
discarded,Towards Supporting Satellite Design Through the Top-Down Approach: A General Model for Assessing the Ability of Future Satellite Missions to Quantify Point Source Emissions.,Lu Yao; Dongxu Yang; Zhe Jiang; Yi Liu 0145; Lixu Chen; Longfei Tian; Janne Hakkarainen; Zhaonan Cai; Jing Wang; Xiaoyu Ren,2024,Remote. Sens.,10.3390/RS16234503,https://dblp.org/rec/journals/remotesensing/YaoYJLCTHCWR24,off-topic-false-hit,"Monitoring and accurately quantifying greenhouse gas (GHG) emissions from point sources via satellite measurements is crucial for validating emission inventories. Numerous studies have applied varied methods to estimate emission intensities from both natural and anthropogenic point sources, highlighting the potential of satellites for point source quantification. To promote the development of the space-based GHG monitoring system, it is pivotal to assess the satellite’s capacity to quantify emissions from distinct sources before its design and launch. However, no universal method currently exists for quantitatively assessing the ability of satellites to quantify point source emissions. This paper presents a parametric conceptual model and database for efficiently evaluating the quantification capabilities of satellites and optimizing their technical characteristics for particular detection missions. Using the model and database, we evaluated how well various satellites can detect and quantify GHG emissions. Our findings indicate that accurate estimation of point source emissions requires both high spatial resolution and measurement precision. The requirement for satellite spatial resolution and measurement precision to achieve unbiased emission estimation gradually decreases with increasing emission intensity. The model and database developed in this study can serve as a reference for harmonious satellite configuration that balances measurement precision and spatial resolution. Furthermore, to progress the evaluation model of satellites for low-intensity emission point sources, it is imperative to implement a more precise simulation model and estimate method with a refined mask-building approach.",dblp,llm,0.990,unreviewed,
discarded,Top-Down Grasping Points Detection in Patterns Designs.,Daniel Costa; Joao Cruz; Gualter Barros; Jose Hugo Jesus; Lara Gomes da Silva; Luís Leitão; Nelson Ricardo Pereira Rodrigues,2024,ICAAI,10.1145/3704137.3704175,https://dblp.org/rec/conf/icaai/CostaCBJSLR24,off-topic-false-hit,"The textile industry has a shortage of skilled workers and faces difficulties in attracting people to work in. The adoption of robotic and automation solutions in manufacturing could be the path to reduce the dependency of the fashion and textile industry. One of the manufacturing operations is the cutting process of fabrics. There are cutting tables in which countless patterns of clothing with any type of dimension and design are cut on 2D. At the end of the process, it is normal to have operators removing and dividing the pattern designs by type. This article focuses on the application of deep learning algorithms to detect the grasping points of pattern designs. This article provides a new Citeve Pattern Grasps Dataset (CTVG), that encapsulates various pattern designs and the ideal grasping points for each. It also shows a working Top-Down method, that integrates a pattern design detector (YOLO) and a grasping point detector (GNN), based on GR-ConvNet, effectively isolating each pattern design and calculates the grasping points, in real-time.",dblp,llm,0.990,unreviewed,
discarded,A Top-Down Modeling Approach for Networks-on-Chip Components Design: A Switch as Case Study.,V. A. Delgado-Gallardo; Remberto Sandoval-Arechiga; Ramón Parra-Michel,2023,IEEE Access,10.1109/ACCESS.2023.3235276,https://dblp.org/rec/journals/access/Delgado-Gallardo23,adjacent-subtopic,"The design of Networks-on-Chip (NoCs) components implies a wide range of techniques and methods to address the microarchitecture of the packet-forwarding components, where routers and switches are the most complex because they constitute the NoC’s backbone. Due to this complex design space, several works use approaches limiting architectural exploration, focusing only on achieving high-performance levels; therefore, they are inadequate for designing NoC components when particular functionalities are demanded, as in real applications with specific protocols and interfaces. This paper presents a design methodology based on a top-down approach with NoC-oriented abstraction levels to systematically generate a microarchitecture and its hardware description according to system requirements. The design flow transforms a high-level functional model into a microarchitecture model through a refinement process at each abstraction level. This structured approach involves integrating details on how the data is functionally managed within the component according to the system requirements and the processing granularity of each level, allowing testing alternatives in the early stages of the design when necessary. The models of each abstraction level can be described and simulated using the simulator OMNet++. Thus, the obtained microarchitecture model will be directly translated into a Hardware Description Language (HDL). The methodology is tested via the design of a NoC switch for a Software Defined Radio (SDR) system. Performance analysis and implementation results in a field-programmable gate array (FPGA) show that the proposed design is functional and comparable in both area and frequency to other similar state-of-the-art components, and it is also configurable to build star topologies of up to 16 nodes.",dblp,llm,0.900,unreviewed,
discarded,Design of 150°C DC-DC Converter Based on Flyback Topology for Downhole Drilling Equipment.,Fei Li 0024; Yuan Liu; Xueying Ma; Yuqi Tan,2023,IEEE Access,10.1109/ACCESS.2023.3322923,https://dblp.org/rec/journals/access/LiLMT23,off-topic-false-hit,"High temperatures in unconventional oil and gas reservoir present a challenge to DC-DC converter design for downhole drilling equipment. In response to the high-temperature challenge, a design methodology consisting of controlling-junction temperature rise, derating component electrical parameters for more design margin and selecting high-temperature components was proposed. Based on the methodology, a converter board with a nominal input of 42-54V and output of three low voltages (+15V, −15V, and +5V), was designed for the 150°C application. The maximum temperature rise of the components in the converter prototype under a temperature environment of 22°C is 11.9°C. The performance of the converter was verified at the ambient temperature from 30°C to 150°C. With a 42~54V input voltage, the output voltages have less than 0.2V fluctuation; the three output voltages can achieve a ripple suppression ratio of approximately 40dB, and the average conversion efficiency was around 75% at 150°C, which meets the design specification.",dblp,llm,1.000,unreviewed,
discarded,Bottom-Up and Top-Down Approaches for the Design of Neuromorphic Processing Systems: Tradeoffs and Synergies Between Natural and Artificial Intelligence.,Charlotte Frenkel; David Bol; Giacomo Indiveri,2023,Proc. IEEE,10.1109/JPROC.2023.3273520,https://dblp.org/rec/journals/pieee/FrenkelBI23,adjacent-subtopic,"While Moore’s law has driven exponential computing power expectations, its nearing end calls for new avenues for improving the overall system performance. One of these avenues is the exploration of alternative brain-inspired computing architectures that aim at achieving the flexibility and computational efficiency of biological neural processing systems. Within this context, neuromorphic engineering represents a paradigm shift in computing based on the implementation of spiking neural network architectures in which processing and memory are tightly colocated. In this article, we provide a comprehensive overview of the field, highlighting the different levels of granularity at which this paradigm shift is realized and comparing design approaches that focus on replicating natural intelligence (bottom-up) versus those that aim at solving practical artificial intelligence applications (top-down). First, we present the analog, mixed-signal, and digital circuit design styles, identifying the boundary between processing and memory through time multiplexing, in-memory computation, and novel devices. Then, we highlight the key tradeoffs for each of the bottom-up and top-down design approaches, survey their silicon implementations, and carry out detailed comparative analyses to extract design guidelines. Finally, we identify necessary synergies and missing elements required to achieve a competitive advantage for neuromorphic systems over conventional machine-learning accelerators in edge computing applications and outline the key ingredients for a framework toward neuromorphic intelligence.",dblp,llm,0.940,unreviewed,
discarded,Collaborating with Agents in Architectural Design and Decision-Making Process: Top-Down and Bottom-Up Case Studies Using Reinforcement Learning.,Ozan Yetkin; Elif Sürer; Arzu Gönenç Sorguç,2023,GOODTECHS,10.1007/978-3-031-52524-7_7,https://dblp.org/rec/conf/goodtechs/YetkinSS23,off-topic-false-hit,,dblp,llm,0.960,unreviewed,
discarded,A Framework to Enable Top-Down Co-Design of Neuromorphic Systems for Real-World Applications.,Catherine D. Schuman; James S. Plank; Robert M. Patton; Thomas E. Potok; Garrett S. Rose,2022,NICE,10.1145/3517343.3517370,https://dblp.org/rec/conf/nice/SchumanPPPR22,adjacent-subtopic,"Neuromorphic computing systems offer many attractive qualities for real-world applications, including extremely low power and relatively fast computation. There are many new and emerging devices and materials that are being evaluated by the research community for neuromorphic deployment. However, as this is still an active research field, there are relatively few application-ready, full-scale neuromorphic systems that are available to the community. As such, much of neuromorphic research is currently being performed via a bottom-up approach, in which the hardware is defined first and then applications are mapped onto the hardware after. The lack of complete neuromorphic solutions, including algorithms and software, as well as full-scale neuromorphic implementation, does not allow for application-deployment and evaluation of neuromorphic computing solutions for real-world applications. To address this issue, we have developed a complete neuromorphic framework (Figure 1), including algorithms for designing and training spiking neural networks (SNNs) for neuromorphic deployment, a common software interface to a variety of neuromorphic backends, and a field-programmable gate array (FPGA)-based neuromorphic implementation to study architectural requirements of",dblp,llm,0.930,unreviewed,
discarded,Design and Analysis of Energy Efficient Domino Logic Architectures with Single Electron Transistors in Pull Down Network and Keeper Topology.,B. Anishfathima; M. Mahaboob,2021,EAI Endorsed Trans. Energy Web,10.4108/EAI.27-11-2020.167287,https://dblp.org/rec/journals/ew/AnishfathimaM21,off-topic-false-hit,"Nanotechnology and VLSI goes hand in hand. Modernization of electronics and communication systems has demanded for compactness of the devices with low power and high speed. Conventionally CMOS logic is preferred due to its low power and its high speed benefits. Researches demand a new logic style that can effectively replace conventional CMOS. Many styles including Domino logic are already gaining attention in this regard. The proposed work introduces Single Electron Transistors (SET) instead of NMOS in Pull Down Network and Keeper transistor of Domino Logic. As SETs are predominant in Nanotechnology, when employed in domino logic circuits as a fusion with normal MOS transistors will contribute effectively in terms of area, power and delay. The parameters are estimated with Cadence 45nm (SETSpice Model) technology. The proposed domino logic architectures come up with an average of 68% energy efficiency when compared with conventional CMOS circuit and its Domino logic predecessors.",dblp,llm,1.000,unreviewed,
discarded,A Top Down Approach to Ensure the Continuity of the Different Design Levels of Swarm Robots.,Khalil Aloui; Amir Guizani; Moncef Hammadi; Mohamed Haddar; Thierry Soriano,2021,SSD,10.1109/SSD52085.2021.9429301,https://dblp.org/rec/conf/IEEEssd/AlouiGHHS21,off-topic-false-hit,"Swarm engineering is a systematic application of scientific and technical knowledge to specify requirements, model, design, realize, verify, validate, operate and maintain a swarm intelligence system. In swarm robotics, there is not a well-structured methodology until today for developing robotic swarm systems. Several researchers have developed steps to design swarm robots but these steps are still incomplete. In this paper, we focus on the functional architecture of the swarm robots where we propose a top-down approach to ensure consistency and continuity from requirement level to behavioral level up to the functional and structural levels. This approach is based on the Model-Based Systems Engineering method (MBSE) using the Systems Modeling Language (SysML) where we present the allocations between the functions of each swarm member and the overall swarm behaviors. Then, we will be interested in the architecture of Robot Operating System (ROS) of a swarm behavior where we identify the allocations between the component and the functions of a robot.",dblp,llm,0.980,unreviewed,
