status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction
discarded,The GROMOS software for biomolecular simulation: GROMOS05,Markus Christen; Philippe H. Hünenberger; Dirk Bakowies; Riccardo Baron; Roland Bürgi; Daan P. Geerke; Tim N. Heinz; Mika A. Kastenholz; Vincent Kräutler; Chris Oostenbrink; Christine Peter; Daniel Trzesniak; Wilfred F. van Gunsteren,2005,Journal of Computational Chemistry,10.1002/jcc.20303,https://openalex.org/W2113149246,off-topic-false-hit,"We present the latest version of the Groningen Molecular Simulation program package, GROMOS05. It has been developed for the dynamical modelling of (bio)molecules using the methods of molecular dynamics, stochastic dynamics, and energy minimization. An overview of GROMOS05 is given, highlighting features not present in the last major release, GROMOS96. The organization of the program package is outlined and the included analysis package GROMOS++ is described. Finally, some applications illustrating the various available functionalities are presented.","openalex, dblp, wos, scopus",llm,0.990,unreviewed,
discarded,Advances in protein structure prediction and design,Brian Kuhlman; Philip Bradley,2019,Nature Reviews Molecular Cell Biology,10.1038/s41580-019-0163-x,https://openalex.org/W2968494487,off-topic-false-hit,"The prediction of protein three-dimensional structure from amino acid sequence has been a grand challenge problem in computational biophysics for decades, owing to its intrinsic scientific interest and also to the many potential applications for robust protein structure prediction algorithms, from genome interpretation to protein function prediction. More recently, the inverse problem — designing an amino acid sequence that will fold into a specified three-dimensional structure — has attracted growing attention as a potential route to the rational engineering of proteins with functions useful in biotechnology and medicine. Methods for the prediction and design of protein structures have advanced dramatically in the past decade. Increases in computing power and the rapid growth in protein sequence and structure databases have fuelled the development of new data-intensive and computationally demanding approaches for structure prediction. New algorithms for designing protein folds and protein–protein interfaces have been used to engineer novel high-order assemblies and to design from scratch fluorescent proteins with novel or enhanced properties, as well as signalling proteins with therapeutic potential. In this Review, we describe current approaches for protein structure prediction and design and highlight a selection of the successful applications they have enabled. Predicting how proteins fold enables inferring their function. Conversely, rational protein design allows for engineering novel protein functionalities. Recent improvements in computational algorithms and technological advances have dramatically increased the accuracy and speed of protein structure modelling, providing novel opportunities for controlling protein function, with potential applications in biomedicine, industry and research.","openalex, dblp, wos, scopus",llm,0.990,unreviewed,
kept,FLEXIBLE CORRECT-BY-CONSTRUCTION PROGRAMMING,"Runge, Tobias; Bordis, Tabea; Potanin, Alex; Thuem, Thomas; Schaefer, Ina",2023,LOGICAL METHODS IN COMPUTER SCIENCE,10.46298/LMCS-19(2:16)2023,https://www.webofscience.com/wos/woscc/full-record/WOS:001026271900002,supports-claim,". Correctness-by-Construction (CbC) is an incremental program construction process to construct functionally correct programs. The programs are constructed stepwise along with a specification that is inherently guaranteed to be satisfied. CbC is complex to use without specialized tool support, since it needs a set of predefined refinement rules of fixed granularity which are additional rules on top of the programming language. Each refinement rule introduces a specific programming statement and developers cannot depart from these rules to construct programs. CbC allows to develop software in a structured and incremental way to ensure correctness, but the limited flexibility is a disadvantage of CbC. In this work, we compare classic CbC with CBC-BLocK and TRAITCBC. Both approaches CBC-BLocK and TRAITCBC, are related to CbC, but they have new language constructs that enable a more flexible software construction approach. We provide for both approaches a programming guideline, which similar to CbC, leads to well-structured programs. CBC-BLocK extends CbC by adding a refinement rule to insert any block of statements. Therefore, we introduce CBC-BLocK as an extension of CbC. TRAITCBC implements correctness-by-construction on the basis of traits with specified methods. We formally introduce TRAITCBC and prove soundness of the construction strategy. All three development approaches are qualitatively compared regarding their programming constructs, tool support, and usability to assess which is best suited for certain tasks and developers.","openalex, dblp, wos, scopus",llm,0.950,unreviewed,
discarded,Refinement of Structured Interactive Systems,"Diaconescu, Denisa; Petre, Luigia; Sere, Kaisa; Stefanescu, Gheorghe",2014,THEORETICAL ASPECTS OF COMPUTING - ICTAC 2014,,https://www.webofscience.com/wos/woscc/full-record/WOS:000358216500009,adjacent-subtopic,"The refinement concept provides a formal tool for addressing the complexity of software-intensive systems, by verified stepwise development from an abstract specification towards an implementation. In this paper we propose a novel notion of refinement for a structured formalism dedicated to interactive systems, that combines a data-flow with a control-oriented approach. Our notion is based on scenarios, extending to two dimensions the trace-based definition for the refinement of classical sequential systems. We illustrate our refinement notion with a simple example and outline several extensions to include more sophisticated distributed techniques.","openalex, dblp, wos, scopus",llm,0.740,unreviewed,
kept,A formal software development approach using refinement calculus,"Wang, YF; Pang, J; Zha, M; Yang, ZH; Zheng, GL",2001,JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,,https://www.webofscience.com/wos/woscc/full-record/WOS:000168732300005,supports-claim,"The advantage of COOZ (Complete Object-Oriented Z) is to specify large scale software, but it does not support refinement calculus. Thus its application is confined for software development. Including refinement calculus into COOZ overcomes its disadvantage during design and implementation. The separation between the design and implementation for structure and notation is removed as well. Then the software can be developed smoothly in the same frame. The combination of COOZ and refinement calculus can build object-oriented frame, in which the specification in COOZ is refined stepwise to code by calculus. In this paper, the development model is established, which is based on COOZ and refinement calculus. Data refinement is harder to deal with in a refinement tool than ordinary algorithmic refinement, since data refinement usually has to be done on a large program component at once. As to the implementation technology of refinement calculus, the data refinement calculator is constructed and an approach for data refinement which is based on data refinement calculus and program window inference is offered.","openalex, dblp, wos, scopus",llm,0.970,unreviewed,
kept,Learning to Control the Program Evolution Process with Cultural Algorithms,"Zannoni, Elena; Reynolds, Robert G.",1997,EVOLUTIONARY COMPUTATION,,https://www.webofscience.com/wos/woscc/full-record/WOS:000208244400005,supports-claim,"Traditional software engineering dictates the use of modular and structured programming and top-down stepwise refinement techniques that reduce the amount of variability arising in the development process by establishing standard procedures to be followed while writing software. This focusing leads to reduced variability in the resulting products, due to the use of standardized constructs. Genetic programming (GP) performs heuristic search in the space of programs. Programs produced through the GP paradigm emerge as the result of simulated evolution and are built through a bottom-up process, incrementally augmenting their functionality until a satisfactory level of performance is reached. Can we automatically extract knowledge from the GP programming process that can be useful to focus the search and reduce product variability, thus leading to a more effective use of the available resources? An answer to this question is investigated with the aid of cultural algorithms. A new system, cultural algorithms with genetic programming (CAGP), is presented. The system has two levels. The first is the pool of genetic programs (population level), and the second is a knowledge repository (belief set) that is built during the GP run and is used to guide the search process. The microevolution within the population brings about potentially meaningful characteristics of the programs for the achievement of the given task, such as properties exhibited by the best performers in the population. CAGP extracts these features and represents them as the set of the current beliefs. Beliefs correspond to constraints that all the genetic operators and programs must follow. Interaction between the two levels occurs in one direction through the extraction process and, in the other, through the modulation of an individual's program parameters according to which, and how many, of the constraints it follows. CAGP is applied to solve an instance of the symbolic regression problem, in which a function of one variable needs to be discovered. The results of the experiments show an overall improvement on the average performance of CAGP over GP alone and a significant reduction of the complexity of the produced solution. Moreover, the execution time required by CAGP is comparable with the time required by GP alone.","openalex, dblp, wos, scopus",llm,0.900,unreviewed,
kept,A DESIGN LANGUAGE AND THE USE OF CLEANROOM METHODOLOGY FOR KNOWLEDGE-BASED SYSTEM-DEVELOPMENT,"HIGHLAND, F; KORNMAN, B",1994,INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,,https://www.webofscience.com/wos/woscc/full-record/WOS:A1994PF02500002,supports-claim,"In an effort to improve the quality of knowledge-based systems, use of the Cleanroom Software Engineering Methodology was explored. The methodology emphasizes the use of stepwise refinement techniques and proofs of correctness to prevent errors early in the development process. This calls for the use of a well-defined design language and verification techniques to prove the correctness of the design. But practical design languages and verification methods for knowledge-based systems are not well understood. This article discusses a design language, associated verification techniques, and experience with their use in developing a knowledge-based system. The language is an extension of procedural design languages with representations for control and opportunistic knowledge, emphasizing typical knowledge-based programming ideas and ease of verification. It is intended for use with a stepwise refinement process that iteratively develops detailed designs from high-level specifications. The extensive use of structured English language specifications throughout the process makes the approach practical but limits the ability to verify designs using automated tools. The design language and associated processes were used in the development of a prototype flight replanner for future air traffic control systems-a large and complex application of knowledge-based technology. (C) 1994 John Wiley & Sons, Inc.","openalex, dblp, wos, scopus",llm,0.940,unreviewed,
discarded,Towards reasoning era: a survey of long chain-of-thought for reasoning large language models,Chen Q.,2026,Science China Information Sciences,10.1007/s11432-025-4665-8,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105039931930&origin=inward,off-topic-false-hit,"Recent advancements in reasoning with large language models (RLLMs), such as OpenAI-o1 and DeepSeek-R1, have demonstrated their impressive capabilities in complex domains like mathematics and coding. A central factor in their success lies in the application of long chain-of-thought (Long CoT) characteristics, which enhance reasoning abilities and enable the solution of intricate problems. However, despite these developments, a comprehensive survey on Long CoT is still lacking, limiting our understanding of its distinctions from traditional short chain-of-thought (Short CoT) and complicating ongoing debates on issues like “overthinking” and “inference-time scaling”. This survey seeks to fill this gap by offering a unified perspective on Long CoT. Specifically, (1) we first distinguish Long CoT from Short CoT and introduce a novel taxonomy to categorize current reasoning paradigms. (2) Next, we explore the key characteristics of Long CoT: deep reasoning, extensive exploration, and feasible reflection, which enable models to handle more complex tasks and produce more efficient, coherent outcomes compared to the shallower Short CoT. (3) We then investigate key phenomena such as the emergence of Long CoT with these characteristics, including overthinking, and inference-time scaling, offering insights into how these processes manifest in practice. (4) Finally, we identify significant research gaps and highlight promising future directions, including the integration of multi-modal reasoning, efficiency improvements, and enhanced knowledge frameworks. By providing a structured overview, this survey aims to inspire future research and further the development of RLLMs.","openalex, dblp, wos, scopus",llm,0.990,unreviewed,
discarded,A Data-Driven Structured Prompt Framework for AI-Assisted Cultural Tourism Souvenir Design,He Y.,2026,Archives of Design Research,10.15187/adr.2026.05.39.2.37,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105041094530&origin=inward,off-topic-false-hit,,"openalex, dblp, wos, scopus",llm,0.990,unreviewed,
discarded,Enhancing Small Language Models for Code Generation via Strategic Decomposition and Filtering,Perezhohin Y.,2026,Emerging Science Journal,10.28991/ESJ-2026-010-02-011,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105035744865&origin=inward,adjacent-subtopic,"This study addresses the challenge of enhancing Small Language Models (SLMs) for complex code generation tasks requiring structured planning, which current models struggle with due to their monolithic, single-pass generation approach. A three-stage pipeline architecture is proposed that decouples strategic planning from implementation: (1) an SLM generates diverse natural language strategies at high temperature, (2) a filtering mechanism selects high-quality strategies while removing noise, and (3) refined strategies guide a specialized coding model for final implementation. The approach was evaluated on the ClassEval benchmark for class-level code generation. The pipeline enabled a 1.5B parameter model to achieve 13% class success rate, representing a 30% relative improvement over direct generation (10%) and competitive performance with models 5-8 times larger. Critically, effective strategy filtering proved more important than strategy diversity, with simple pattern-based filters successfully mitigating SLM artifacts like few-shot contamination. This work demonstrates that structured, inference-time computation offers an efficient alternative to parameter scaling, with strategic noise reduction being the key driver of performance gains in resource-constrained models.","openalex, dblp, wos, scopus",llm,0.880,unreviewed,
discarded,"Large language models in human-robot collaboration: A systematic review, trends, and challenges",Yuan G.,2026,Journal of Manufacturing Systems,10.1016/j.jmsy.2026.01.011,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105028317639&origin=inward,off-topic-false-hit,"The integration of large language models (LLMs) into human-robot collaboration (HRC) represents a paradigm shift toward cognitive manufacturing under Industry 5.0. This systematic review analyzes 1278 publications to elucidate the enabling mechanisms, application hierarchies, and persistent challenges of LLM-enhanced HRC. We identify three agent paradigms, each tailored to structured, interactive, and sensor-rich scenarios, respectively. Furthermore, we propose a layered training framework combining domain-adaptive pre-training and scenariospecific fine-tuning to bridge general LLMs capabilities with industrial demands. Our findings reveal that LLMs significantly advance HRC in environmental perception, long-horizon task planning, and embodied interaction, yet face critical challenges in dynamic adaptability, multimodal fusion, and value alignment. This study provides a structured reference for developing robust, interpretable, and human-centric collaborative systems, outlining five key research directions to guide future advancements in cognitive manufacturing.","openalex, dblp, wos, scopus",llm,0.990,unreviewed,
discarded,"StepMIND: A Visual Framework for Stepwise, Multimodal, and Bidirectional Explanations of AI-Generated Data Analysis Pipeline",Wu Y.,2026,International Conference on Intelligent User Interfaces Proceedings IUI,10.1145/3742413.3789070,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105035380950&origin=inward,adjacent-subtopic,"Artificial intelligence (AI) enables users to generate data visualizations from natural language descriptions, lowering the barrier to data exploration. However, AI-generated visualizations often present only the final output, lacking transparency and limiting users’ ability to verify, interpret, or refine the results. To address this, we introduce StepMIND, a generalizable visual framework that enhances explainability and interactivity in AI-generated data analysis pipelines. StepMIND integrates four dimensions: (1) Stepwise Refinement, allowing users to engage in the AI decision process; (2) Multimodal Explanations, combining natural language, structured notation, direct manipulation, and content visualization for accessible interpretation; (3) Bidirectional Editing, enabling seamless updates across modalities; and (4) Familiar Interaction Models, such as code editor and spreadsheet-based manipulations, to support both technical and non-technical users. To demonstrate its utility, we apply StepMIND in STAGE, a case study system for AI-assisted data visualization. A within-subject user study (N=20) shows that STAGE significantly improves user confidence and trust, reduces cognitive load, and facilitates both exploratory and corrective refinements. Our findings further suggest that StepMIND can generalize to broader AI-assisted workflows, offering a visible and interactive approach to explainable AI.","openalex, dblp, wos, scopus",llm,0.950,unreviewed,
discarded,Large Language Models for Scientific Idea Generation: A Creativity-Centered Survey,Shahhosseini F.,2026,Transactions on Machine Learning Research,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105033241280&origin=inward,off-topic-false-hit,,"openalex, dblp, wos, scopus",llm,0.950,unreviewed,
discarded,"Synthetic Biology of Plants and Microbes for Agriculture, Environment, and Future Applications",Clauer P.,2026,Chemical Reviews,10.1021/acs.chemrev.4c00687,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105028867184&origin=inward,off-topic-false-hit,"Agriculture is under pressure to provide food for a growing population and the feedstock required to drive the bioeconomy. Methods to breed and genetically modify plants are inadequate to keep pace. When engineering crops, traits are painstakingly introduced into plants one-at-a-time, combine unpredictably, and are continuously expressed. Synthetic biology is changing these paradigms with new genome construction tools, computer aided design (CAD), and artificial intelligence (AI). “Smart plants” contain circuits that respond to environmental change, alter morphology, or respond to threats. Further, the plant and associated microbes (fungi, bacteria, archaea) are now being viewed by genetic engineers as a holistic system. Historically, plant health has been enhanced by many natural and laboratory-evolved soil microbes marketed to enhance growth or provide nutrients, or pest/stress resistance. Synthetic biology has expanded the number of species that can be engineered, increased the complexity of engineered functions, controlled environmental release, and can assemble stable consortia. New CAD tools will manage genetic engineering projects spanning multiple plant genomes (nucleus, chloroplast, mitochondrion) and the thousands of genomes of associated bacteria/fungi. This review covers advanced genetic engineering techniques to drive the next agricultural revolution, as well as push plant engineering into new realms for manufacturing, infrastructure, sensing, and remediation.","openalex, dblp, wos, scopus",llm,0.990,unreviewed,
discarded,Implementation of cooperative interaction of automaton objects,Novikov F.A.,2026,Scientific and Technical Journal of Information Technologies Mechanics and Optics,10.17586/2226-1494-2026-26-1-154-164,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105031798761&origin=inward,adjacent-subtopic,"This paper addresses the issues related to the implementation of the interaction of automaton objects formalized using specialized state transition graphs. This representation approach, similar to state machine diagrams in Unified Modeling Language, significantly simplifies the development and subsequent maintenance of software. Each automaton object manages specific behavioral aspects of the system while their interaction through the corresponding interfaces ensures the achievement of common goals. Visualization of these objects is implemented using the CIAO (Cooperative Interaction of Automaton Objects) v.3 automata-based programming language. The implementation of the interaction mechanism involves developing a software system that supports the joint execution and interaction of automaton objects. To implement the proposed automaton objects interaction, the bootstrapping technique, known since the mid-1960s, is used. This method involves creating a compiler or interpreter in the same language for which it is being developed. The stepwise refinement method is used to construct the initial interpreter. Subsequently, using transformation patterns from imperative to automata-based constructs, the interpreter is modified into a system of interacting automaton objects, thus achieving the result of the bootstrapping process. This research yielded data structures for representing CIAO v.3 programs. The interpreter’s structure was described in pseudocode using the stepwise refinement method. A set of patterns is proposed to implement imperative constructs through automata-based programming techniques. The structure of the CIAO v.3 language interpreter is presented using CIAO v.3 itself. A Python-based interpreter prototype was realized. The conducted study demonstrates the successful software self-implementation of the CIAO v.3 using the bootstrapping method. The CIAO v.3 language provides efficient design and implementation of software solutions, and also guarantees fault-tolerant component interaction due to the ability to automatically check the properties of CIAO v.3 programs. The proposed approach can be utilized for implementing domain-specific languages in multi-agent systems and human-machine interaction interfaces.","openalex, dblp, wos, scopus",llm,0.900,unreviewed,
discarded,A Systemic View of a Software Engineering Education Curriculum: Requirements and Guidelines in the Era of Generative AI,Marlowe T.J.,2026,Journal of Integrated Design and Process Science,10.1177/10920617251405471,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105026812664&origin=inward,adjacent-subtopic,"Software engineering education must be guided by developments in software engineering and aim for professional and educational development of students. This position paper explores the historical and conceptual evolution of software engineering as a discipline central to modern integrated design, software systems, and process science, tracing the trajectory from early structured models, through waterfall, to Agile and AI-augmented paradigms, and looks at how changes in application mix and modes of use, technological complexity, and business and enterprise needs have shaped development methodologies. Special attention is paid to the role of generative AI on the software engineering process and the role of the software engineer, altering workflows, collaboration, and enterprise architectures, and further enabling automation, digital transformation, and autonomous systems, shifting responsibilities and skill sets upwards. The article then considers corresponding shifts in software engineering education, highlighting the need for curricula that intertwine process thinking, systems theory, and ethical engagement, integrate with generative AI technologies, and place greater emphasis on “soft skills”, in courses that combine development of professional expertise with conceptual capabilities and an enhanced capacity for life-long learning. It then presents a set of requirements, options, and guidelines for software engineering education in the era of generative AI.","openalex, dblp, wos, scopus",llm,0.760,unreviewed,
discarded,"A Survey of Self-Evolving Agents What, When, How, and Where to Evolve on the Path to Artificial Super Intelligenc",Gao H.A.,2026,Transactions on Machine Learning Research,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105030606985&origin=inward,off-topic-false-hit,,"openalex, dblp, wos, scopus",llm,0.950,unreviewed,
discarded,Guide to Teaching Computer Science: An Activity-Based Approach,Hazzan O.,2026,Guide to Teaching Computer Science an Activity Based Approach,10.1007/978-3-032-00953-1,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105030536420&origin=inward,adjacent-subtopic,"This thorough guidebook presents an active-learning model for teaching instruction in computer science, now updated to address artificial intelligence.","openalex, dblp, wos, scopus",llm,0.700,unreviewed,
discarded,The Landscape of Agentic Reinforcement Learning for LLMs: A Survey,Zhang G.,2026,Transactions on Machine Learning Research,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105031605822&origin=inward,off-topic-false-hit,,"openalex, dblp, wos, scopus",llm,0.960,unreviewed,
kept,On the criteria to be used in decomposing systems into modules,David Lorge Parnas,1972,Communications of the ACM,10.1145/361598.361623,https://openalex.org/W2134119432,criticism,"This paper discusses modularization as a mechanism for improving the flexibility and comprehensibility of a system while allowing the shortening of its development time. The effectiveness of a “modularization” is dependent upon the criteria used in dividing the system into modules. A system design problem is presented and both a conventional and unconventional decomposition are described. It is shown that the unconventional decompositions have distinct advantages for the goals outlined. The criteria used in arriving at the decompositions are discussed. The unconventional decomposition, if implemented with the conventional assumption that a module consists of one or more subroutines, will be less efficient in most cases. An alternative approach to implementation which does not have this effect is sketched.","openalex, dblp, wos",human,,human,
discarded,On the Criteria To Be Used in Decomposing Systems into Modules,David Lorge Parnas,2002,Software Pioneers,10.1007/978-3-642-59412-0_26,https://openalex.org/W2983136877,duplicate-reprint-of-cited-source,,"openalex, dblp, wos",human,,human,
discarded,On the Criteria to Be Used in Decomposing Systems into Modules,David Lorge Parnas,1972,,10.1007/978-3-642-48354-7_20,https://openalex.org/W2207832021,duplicate-reprint-of-cited-source,,"openalex, dblp, wos",human,,human,
