status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction
kept,PROGDOC - A new program documentation system,"Simonis, V; Weiss, R",2003,PERSPECTIVES OF SYSTEM INFORMATICS,,https://www.webofscience.com/wos/woscc/full-record/WOS:000189417700044,supports-claim,"Though programming languages and programming styles evolve with remarkable speed today, there is no such evolution in the field of program documentation. And although there exist some popular approaches like Knuth's literate programming system WEB [26], and nowadays JavaDoc [15] or Doxygen [16], tools for managing software development and documentation are not as widespread as desirable.

This paper analyses a wide range of literate programming tools available during the past two decades and introduces PROGDOC, a new software documentation system. It is simple, language independent, and it keeps documentation and the documented software consistent. It uses LATEX for typesetting purposes, supports syntax highlighting for various languages, and produces output in Postscript, PDF or HTML format.",wos,llm,0.980,unreviewed,
kept,Literate programming and documentation reuse,"Childs, B; Sametinger, J",1996,"FOURTH INTERNATIONAL CONFERENCE ON SOFTWARE REUSE, PROCEEDINGS",,https://www.webofscience.com/wos/woscc/full-record/WOS:A1996BF64P00022,adjacent-subtopic,,wos,llm,0.760,unreviewed,
kept,Literate Programming Using Noweb,A. Johnson; Brad Johnson,1997,Linux journal,,https://openalex.org/W1546799639,supports-claim,"An introduction to Noweb, a tool designed to aid the programmer in producing understandable and easy to maintain code",openalex,llm,0.980,unreviewed,
kept,The noweb Hacker's Guide,Norman F. Ramsey,1997,,,https://openalex.org/W2136791265,noweb-origin,"Noweb is unique among literate-programming tools in its pipelined architecture, which makes it easy for users to change its behavior or to add new features, without even recompiling. This guide describes the representation used in the pipeline and the behavior of the existing pipeline stages. Ordinary users will find nothing of interest here; the guide is addressed to those who want to change or extend noweb.",openalex,llm,0.990,unreviewed,
discarded,Reproducible research and Biostatistics,Roger D. Peng,2009,Biostatistics,10.1093/biostatistics/kxp014,https://openalex.org/W2143964357,adjacent-subtopic,"The replication of scientific findings using independent investigators, methods, data, equipment, and protocols has long been, and will continue to be, the standard by which scientific claims are evaluated. However, in many fields of study there are examples of scientific investigations that cannot be fully replicated because of a lack of time or resources. In such a situation, there is a need for a minimum standard that can fill the void between full replication and nothing. One candidate for this minimum standard is “reproducible research”, which requires that data sets and computer code be made available to others for verifying published results and conducting alternative analyses. The need for publishing reproducible research is increasing for a number of reasons. Investigators are more frequently examining weak associations and complex interactions for which the data contain a low signal-to-noise ratio. New technologies allow scientists in all areas to compile complex high-dimensional databases. The ubiquity of powerful statistical and computing capabilities allows investigators to explore those databases and identify associations of potential interest. However, with the increase in data and computing power comes a greater potential for identifying spurious associations. In addition to these developments, recent reports of fraudulent research being published in the biomedical literature have highlighted the need for reproducibility in biomedical studies and have invited the attention of the major medical journals (Laine and others, 2007). Even without the presence of deliberate fraud, it should be noted that as analyses become more complicated, the possibility of inadvertant errors resulting in misleading findings looms large. In the examples of Baggerly and others (2005) and Coombes and others (2007), the errors discovered were not necessarily simple or obvious and the examination of the problem itself required a sophisticated analysis. Misunderstandings about commonly used software can also lead to problems, particularly when such software is applied to situations not originally imagined (Dominici and others, 2002). While many might agree with the benefits of disseminating reproducible research, there is unfortunately a general lack of infrastructure for supporting such endeavors. Investigators who are willing to make their research reproducible are confronted with a number of barriers, one of which is the need to distribute, and make available for an indefinite amount of time, the supplementary materials required for reproducing the results. Another is the lack of an “instruction manual” that indicates which materials are needed and what might be the most suitable formats for making data and computer code available. In this editorial, we describe the efforts that Biostatistics is making to promote reproducibility in biostatistical research. From this issue forward, Biostatistics is willing to work with authors to publish articles that meet a standard of reproducibility. The standard involves three different dimensions that we describe in greater detail below. The purpose of defining different dimensions of reproducibility is to provide some level of continuity between “not reproducible” and “reproducible.” The journal has for some time now allowed and encouraged authors to place supplementary materials online via the journal's Web site and the reproducible research policy builds upon that framework. It should be noted that this policy is still in the early stages and it is likely that the details will evolve as we gain experience working with authors. The Associate Editor for reproducibility (AER) will handle submissions of reproducible articles. Currently, the AER's involvement with a submission begins only when an article has been accepted for publication. The AER will consider three different criteria when evaluating the reproducibility of an article. Data: The analytic data from which the principal results were derived are made available on the journal's Web site. The authors are responsible for ensuring that necessary permissions are obtained before the data are distributed. Code: Any computer code, software, or other computer instructions that were used to compute published results are provided. For software that is widely available from central repositories (e.g. CRAN, Statlib), a reference to where they can be obtained will suffice. Reproducible: An article is designated as reproducible if the AER succeeds in executing the code on the data provided and produces results matching those that the authors claim are reproducible. In reproducing these results, reasonable bounds for numerical tolerance will be considered. Authors can choose to meet a subset of these criteria if they wish. For example, an author may choose to release code showing how a particular method is implemented but may not have permission to publish the data. In such a case, the “code” criterion is satisfied, but the “data” and “reproducible” criteria are not. For authors interested in submitting materials satisfying the “reproducible” criterion, the journal is currently limiting submissions to those whose analyses are conducted using the R software environment. This limitation may change in the future and will generally be dependent on the resources of the journal and the AER. Papers that meet any or all of the above three numbered criteria will be kite marked D, C, and/or R on their title page in the journal. In general, authors should indicate in their submission that they intend to submit supplementary materials specifically for the purposes of allowing others to partially or fully reproduce their work. Authors can submit analytic data sets, computer code, or both in support of their papers. Authors may additionally indicate which results of the paper can be reproduced using the submitted materials, although such an indication is not required. Unless an author indicates that the supplementary materials satisfy the “reproducible” criterion (see below), the submitted materials will not be checked for reproducibility but, at the discretion of the Editors, may still be posted to the journal's Web site with an indication that the author has contributed the materials for the purpose of reproducing the results. When submitting data sets and code, authors should use open and documented formats rather than proprietary formats. Files containing computer code should be submitted in ASCII text format. While proprietary data formats may be standard in some subspecialties, we would prefer that an open alternative be submitted for the purposes of posting on the journal's Web site. Increasing the longevity and usefulness of the data and code is one important goal which is best supported by the use of open formats. The AER will work with authors to find appropriate formats for data and code submissions. To satisfy the “reproducible” criterion, authors should submit all the necessary materials so that the AER can execute the code on the analytic data sets and produce output similar to that obtained by the author. Currently, only submissions written using the R software environment will be accepted for satisfying this criterion. Authors should submit the following: A “main” script which directs the overall analysis. This script may load data, other software, and call the necessary functions for conducting the analysis described in the article. Other required code files, presumably called from the “main” script file. External data or auxiliary files containing the analytic data sets or other required information. A “target” file (or files) containing the results which are to be reproduced. Such a file could consist of an ASCII text file containing numerical results or a PDF file containing a figure. This will aid in the comparison of computed results with published results. Although not required, authors are encouraged to use literate programming tools such as a combination of and Sweave. Specifically for those using Sweave, submissions should include the following:If the AER is able to reproduce the stated results, the submitted materials will be posted to the journal's Web site with an indication that the results in the corresponding paper are reproducible. The original Noweb source for the article, typically a file with a .Rnw or .Snw extension. The file generated by the Sweave function, typically with file extension .tex. Any data files or auxiliary code needed to execute the Sweave function successfully on the Noweb source file. Any bibliographic database files (i.e. Bib files). In this issue, Duncan Lee and coauthors have published a paper (“Air pollution and health in Scotland: A multi-city study”) along with all the necessary data and code for reproducing the principal findings presented in their paper. In the paper, the authors relate hospital admission counts to air pollution levels with spatial Poisson regression models. These models are fitted to the data within a Bayesian framework using Markov chain Monte Carlo (MCMC) methods. The authors have provided the code implementing their MCMC sampler and have provided an “Overall script.R” file that directs the analysis.",openalex,llm,0.940,unreviewed,
kept,Survival Analysis in XLISP-Stat. A semiliterate program,Thomas Lumley,1998,RePEc: Research Papers in Economics,10.18637/jss.v003.i02,https://openalex.org/W1920427878,supports-claim,"This document contains program code and examples of survival analyses in XLISP-Stat, structured using the noweb (Ramsey,'93) literate programming system. It is described as a ""semiliterate"" program because most of the code was already written before it was converted to use noweb.",openalex,llm,0.760,unreviewed,
kept,A Perl port of the mathsPIC graphics package,Apostolos Syropoulos; Richard W. D. Nickalls,2000,,,https://openalex.org/W2182245216,supports-claim,"This article describes the authors’ experience of porting the mathsPIC graphics package to Perl. The motivation for using Perl is described, as well as the reasons for developing it using the Noweb literate programming system. Finally, a simple example is presented.",openalex,llm,0.870,unreviewed,
discarded,Rational points on circles,Christoph Burnikel,1998,MPG.PuRe (Max Planck Society),,https://openalex.org/W1569165663,supports-claim; off-topic-false-hit,"We solve the following problem. For a given rational circle $C$ passing through the rational points $p$, $q$, $r$ and a given angle $\\alpha$, compute a rational point on $C$ whose angle at $C$ differs from $\\alpha$ by a value of at most $\\epsilon$. In addition, try to minimize the bit length of the computed point. This document contains the C++ program |rational_points_on_circle.c|. We use the literate programming tool |noweb| by Norman Ramsey.",openalex,llm_reviewed,0.680,changed,kept->discarded
discarded,C Interfaces and Implementations: Techniques for Creating Reusable Software,David R. Hanson,1996,International Linear Collider,,https://openalex.org/W1972107637,off-topic-false-hit,"Every programmer and software project manager must master the art of creating reusable software modules; they are the building blocks of large, reliable applications. Unlike some modern object-oriented languages, C provides little linguistic support or motivation for creating reusable application programming interfaces (APIs). While most C programmers use APIs and the libraries that implement them in almost every application they write, relatively few programmers create and disseminate new, widely applicable APIs. C Interfaces and Implementations shows how to create reusable APIs using interface-based design, a language-independent methodology that separates interfaces from their implementations. This methodology is explained by example. The author describes in detail 24 interfaces and their implementations, providing the reader with a thorough understanding of this design approach.Features of C Interfaces and Implementations: Concise interface descriptions that comprise a reference manual for programmers interested in using the interfaces. A guided tour of the code that implements each chapter's interface tp help those modifying or extending an interface or designing related interfaces. In-depth focus on algorithm engineering: how to package data structures and related algorithms into reusable modules. Source code for 24 APIs and 8 sample applications is examined, with each presented as a literate program in which a thorough explanation is interleaved with the source code. Rarely documented C programming tricks-of-the-trade. Convenient access to all source code in the book via the World Wide Web at http://www.cs.princeton.edu/software/cii/",openalex,llm,0.990,unreviewed,
kept,lpEdit: an editor to facilitate reproducible analysis via literate programming,Adam Richards; Andrzej S. Kosinski; Camille Bonneaud; Delphine Legrand; Kouros Owzar,2013,Proceedings of the Python in Science Conferences,10.25080/majora-8b375195-00e,https://openalex.org/W2113930937,adjacent-subtopic,"There is evidence to suggest that a surprising proportion of published experiments in science are difficult if not impossible to reproduce. The concepts of data sharing, leaving an audit trail and extensive documentation are fundamental to reproducible research, whether it is in the laboratory or as part of an analysis. In this work, we introduce a tool for documentation that aims to make analyses more reproducible in the general scientific community.",openalex,llm,0.840,unreviewed,
kept,A Document-Driven Method for Certifying Scientific Computing Software for Use in Nuclear Safety Analysis,Spencer Smith; Nirmitha Koothoor,2015,Nuclear Engineering and Technology,10.1016/j.net.2015.11.008,https://openalex.org/W2280840923,adjacent-subtopic,"This paper presents a documentation and development method to facilitate the certification of scientific computing software used in the safety analysis of nuclear facilities. To study the problems faced during quality assurance and certification activities, a case study was performed on legacy software used for thermal analysis of a fuelpin in a nuclear reactor. Although no errors were uncovered in the code, 27 issues of incompleteness and inconsistency were found with the documentation. This work proposes that software documentation follow a rational process, which includes a software requirements specification following a template that is reusable, maintainable, and understandable. To develop the design and implementation, this paper suggests literate programming as an alternative to traditional structured programming. Literate programming allows for documenting of numerical algorithms and code together in what is termed the literate programmer's manual. This manual is developed with explicit traceability to the software requirements specification. The traceability between the theory, numerical algorithms, and implementation facilitates achieving completeness and consistency, as well as simplifies the process of verification and the associated certification.",openalex,llm,0.820,unreviewed,
kept,Delaunay graphs by divide and conquer,Christoph Burnikel,1998,Max Planck Digital Library,,https://openalex.org/W1514276217,supports-claim,This document describes the LEDA program dc_delaunay.c for computing Delaunay graphs by the divide-and-conquer method. The program can be used either with exact primitives or with non-exact primitives. It handles all cases of degeneracy and is relatively robust against the use of imprecise arithmetic. We use the literate programming tool noweb by Norman Ramsey.,openalex,llm,0.700,unreviewed,
kept,Measuring Complexity and Stability of WEB programs.,Lisa M. Smith; Mansur H. Samadzadeh,1992,SHAREOK (University of Oklahoma; Oklahoma State University; Central Oklahoma University),,https://openalex.org/W85368004,adjacent-subtopic,"Software maintenance engineers spend at least half of their time trying to understand the system they are to modify. This is due partially to the fact that often the only documentation available is the source code itself. The literate programming paradigm provides the incentive and the capability to produce high quality documentation and code simultaneously. The goal is to create ""works of literature"" which have all the extras (table of contents, cross references, and indices) to help readers to comprehend the programs quickly and thoroughly. The purpose of this thesis is to explore the similarities and differences in measurements of complexity and stability of literate programs compared to those of traditionally developed code.",openalex,llm,0.880,unreviewed,
discarded,Implementing a new EPR lineshape parameter for organic radicals in carbonaceous matter,M. Bourbin; Yann Le Du; Laurent Binet; Didier Gourier,2013,Source Code for Biology and Medicine,10.1186/1751-0473-8-15,https://openalex.org/W2147273929,off-topic-false-hit,"BACKGROUND: Electron Paramagnetic Resonance (EPR) is a non-destructive, non-invasive technique useful for the characterization of organic moieties in primitive carbonaceous matter related to the origin of life. The classical EPR parameters are the peak-to-peak amplitude, the linewidth and the g factor; however, such parameters turn out not to suffice to fully determine a single EPR line. RESULTS: In this paper, we give the definition and practical implementation of a new EPR parameter based on the signal shape that we call the R10 factor. This parameter was originally defined in the case of a single symmetric EPR line and used as a new datation method for organic matter in the field of exobiology. CONCLUSION: Combined to classical EPR parameters, the proposed shape parameter provides a full description of an EPR spectrum and opens the way to novel applications like datation. Such a parameter is a powerful tool for future EPR studies, not only of carbonaceous matter, but also of any substance which spectrum exhibits a single symmetric line. REPRODUCIBILITY: The paper is a literate program-written using Noweb within the Org-mode as provided by the Emacs editor- and it also describes the full data analysis pipeline that computes the R10 on a real EPR spectrum.",openalex,llm,0.990,unreviewed,
discarded,"Bacatá: Notebooks for DSLs, Almost for Free",Mauricio Verano Merino; Jurgen Vinju; Tijs van der Storm,2020,The Art Science and Engineering of Programming,10.22152/programming-journal.org/2020/4/11,https://openalex.org/W3005653651,adjacent-subtopic,"Context: Computational notebooks are a contemporary style of literate programming, in which users can communicate and transfer knowledge by interleaving executable code, output, and prose in a single rich document.A Domain-Specific Language (DSL) is a software language tailored for an application domain.Usually, DSL users are domain experts that may not have a software engineering background.Therefore, they might not be familiar with Integrated Development Environments (IDEs).In brief, the development of tools that offer different interfaces for interacting with a DSL is relevant.Inquiry: However, DSL designers' resources are limited.We want to leverage General-purpose Languages (GPLs) tooling in the context of DSLs.Computational notebooks are an example of such tools.Then, our main question is: What is an efficient and effective method of designing and implementing notebook interfaces for DSLs?By addressing this question, we might be able to speed up the development of DSL tools, and ease the interaction between end-users and DSLs.Approach: In this paper, we present Bacatá, a mechanism for generating notebook interfaces for external DSLs in a language-parametric fashion.This mechanism is designed in a way in which language engineers can reuse as many language components as possible (e.g., language processors, type checkers, code generators).In addition, we present a Feature-Oriented Domain Analysis that depicts language dependent and language independent features of computational notebooks.Knowledge: Our results show that notebook interfaces generated by Bacatá can be used with little manual configuration.However, there are a few considerations and caveats that should be addressed by language engineers that rely on language design aspects.The creation of a notebook for a DSL with Bacatá becomes a matter of writing the code that wires existing language components in the Rascal language workbench with the Jupyter platform.Grounding: We evaluate Bacatá by generating functional computational notebook interfaces for three different non-trivial DSLs, namely: a small subset of Halide (a DSL for digital image processing), SweeterJS (an extended version of JavaScript), and QL (a DSL for questionnaires).Additionally, it is relevant to generate notebook implementations rather than implementing them manually.To illustrate this, we measured and compared the number of source lines of code that we reused from existing implementations of those languages.Importance: The adoption of notebooks by novice-programmers and end-users has made them very popular in several domains such as exploratory programming, data science, data journalism, and machine learning.Why are they popular?In (data) science, it is essential to make results reproducible as well as understandable.However, notebooks are only available for GPLs.This paper opens the notebook metaphor for DSLs to improve the end-user experience when interacting with code and to increase DSLs adoption.",openalex,llm,0.910,unreviewed,
kept,Electronic Grammars and Reproducible Research,Mike Maxwell,2012,The COCOON platform (University of Paris),,https://openalex.org/W2171760567,qualifies-claim,"It is time for grammatical descriptions to become reproducible research. In order for this to happen, grammar descriptions must be testable, not only by the original author, but also by other linguists. Given the complexity of natural language grammars, and the ambiguity of prose descriptions, that testing is best done using computational tools to verify a computationally implementable grammar. At the same time, grammars need to be useful---and testable---for the foreseeable future; that is, they must be archivable. Yet if a computational grammar is tied to particular computational tools, it will inevitably become obsolescent. This paper describes a means of creating computationally interpretable grammars which are not tied to particular computational tools, nor (to the extent possible) to any particular linguistic theory, and which can therefore be expected to remain useful into the future. In order to make such formal grammars simultaneously understandable to humans, they are embedded into descriptive grammars of a more traditional sort, using the technique of Literate Programming. The implementation of this technology for morphology and phonology is described. It has been used to create morphological grammars for Bangla, Urdu and Pashto which are both human-readable and computationally testable.",openalex,llm,0.800,unreviewed,
